,tract,serial_number,repeat_index,age,sex,individual_income
98,5800,2011000003093,0,0-17,F,<=0
99,10100,2011000003093,0,0-17,F,<=0
100,10204,2011000003093,0,0-17,F,0-20000
101,10300,2011000003093,0,0-17,F,<=0
102,10400,2011000003093,0,0-17,F,<=0
103,10500,2011000003093,0,0-17,F,<=0
104,10601,2011000003093,0,0-17,F,<=0
105,10603,2011000003093,0,0-17,F,<=0
106,10604,2011000003093,0,0-17,F,<=0
107,10700,2011000003093,0,0-17,F,<=0
108,10800,2011000003093,0,0-17,F,<=0
109,10900,2011000003093,0,0-17,F,<=0
110,11000,2011000003093,0,0-17,F,<=0
111,301,2011000003093,0,0-17,M,<=0
112,302,2011000003093,0,0-17,M,<=0
113,402,2011000003093,0,0-17,M,<=0
114,500,2011000003093,0,0-17,M,<=0
115,700,2011000003093,0,0-17,M,<=0
116,800,2011000003093,0,0-17,M,<=0
117,901,2011000003093,0,0-17,M,<=0
118,902,2011000003093,0,0-17,M,<=0
119,1000,2011000003093,0,0-17,M,<=0
120,1100,2011000003093,0,0-17,M,<=0
121,1201,2011000003093,0,0-17,M,<=0
122,1203,2011000003093,0,0-17,M,<=0
123,1204,2011000003093,0,0-17,M,<=0
124,1205,2011000003093,0,0-17,M,<=0
125,1301,2011000003093,0,0-17,M,<=0
126,1302,2011000003093,0,0-17,M,<=0
127,1400,2011000003093,0,0-17,M,<=0
128,5300,2011000003093,0,0-17,M,<=0
129,5401,2011000003093,0,0-17,M,<=0
130,5402,2011000003093,0,0-17,M,<=0
131,5500,2011000003093,0,0-17,M,<=0
132,5600,2011000003093,0,0-17,M,<=0
133,5701,2011000003093,0,0-17,M,<=0
134,5702,2011000003093,0,0-17,M,<=0
135,5800,2011000003093,0,0-17,M,0-20000
136,10100,2011000003093,0,0-17,M,<=0
137,10204,2011000003093,0,0-17,M,<=0
138,10300,2011000003093,0,0-17,M,<=0
139,10400,2011000003093,0,0-17,M,<=0
140,10500,2011000003093,0,0-17,M,<=0
141,10601,2011000003093,0,0-17,M,<=0
142,10603,2011000003093,0,0-17,M,<=0
143,10604,2011000003093,0,0-17,M,<=0
144,10700,2011000003093,0,0-17,M,<=0
145,10800,2011000003093,0,0-17,M,<=0
146,10900,2011000003093,0,0-17,M,<=0
147,11000,2011000003093,0,0-17,M,<=0
148,200,2011000004688,0,65+,F,<=0
149,301,2011000004688,0,65+,F,<=0
150,302,2011000004688,0,65+,F,<=0
151,402,2011000004688,0,65+,F,<=0
152,500,2011000004688,0,65+,F,<=0
153,700,2011000004688,0,65+,F,<=0
154,800,2011000004688,0,65+,F,0-20000
155,901,2011000004688,0,65+,F,<=0
156,902,2011000004688,0,65+,F,<=0
157,1000,2011000004688,0,65+,F,0-20000
158,1100,2011000004688,0,65+,F,<=0
159,1201,2011000004688,0,65+,F,<=0
160,1203,2011000004688,0,65+,F,<=0
161,1204,2011000004688,0,65+,F,<=0
162,1205,2011000004688,0,65+,F,<=0
163,1206,2011000004688,0,65+,F,0-20000
164,1301,2011000004688,0,65+,F,<=0
165,1302,2011000004688,0,65+,F,<=0
166,1400,2011000004688,0,65+,F,<=0
167,5300,2011000004688,0,65+,F,<=0
168,5401,2011000004688,0,65+,F,<=0
169,5402,2011000004688,0,65+,F,<=0
170,5500,2011000004688,0,65+,F,<=0
171,5600,2011000004688,0,65+,F,<=0
172,5701,2011000004688,0,65+,F,<=0
173,5702,2011000004688,0,65+,F,<=0
174,5800,2011000004688,0,65+,F,<=0
175,5900,2011000004688,0,65+,F,<=0
176,10100,2011000004688,0,65+,F,<=0
177,10204,2011000004688,0,65+,F,<=0
178,10300,2011000004688,0,65+,F,<=0
179,10400,2011000004688,0,65+,F,<=0
180,10500,2011000004688,0,65+,F,20000-40000
181,10601,2011000004688,0,65+,F,<=0
182,10603,2011000004688,0,65+,F,<=0
183,10604,2011000004688,0,65+,F,20000-40000
184,10700,2011000004688,0,65+,F,<=0
185,10800,2011000004688,0,65+,F,<=0
186,10900,2011000004688,0,65+,F,<=0
187,11000,2011000004688,0,65+,F,<=0
188,11100,2011000004688,0,65+,F,<=0
189,800,2011000005560,0,18-34,M,0-20000
190,902,2011000005560,0,18-34,M,0-20000
191,1000,2011000005560,0,18-34,M,<=0
192,1201,2011000005560,0,18-34,M,0-20000
193,1205,2011000005560,0,18-34,M,0-20000
194,1301,2011000005560,0,18-34,M,0-20000
195,5300,2011000005560,0,18-34,M,0-20000
196,5500,2011000005560,0,18-34,M,<=0
197,5600,2011000005560,0,18-34,M,0-20000
198,5701,2011000005560,0,18-34,M,40000-80000
199,10603,2011000005560,0,18-34,M,0-20000
200,10700,2011000005560,0,18-34,M,0-20000
201,10900,2011000005560,0,18-34,M,<=0
202,800,2011000005560,0,18-34,F,0-20000
203,902,2011000005560,0,18-34,F,0-20000
204,1000,2011000005560,0,18-34,F,0-20000
205,1201,2011000005560,0,18-34,F,0-20000
206,1205,2011000005560,0,18-34,F,0-20000
207,1301,2011000005560,0,18-34,F,0-20000
208,5300,2011000005560,0,18-34,F,0-20000
209,5500,2011000005560,0,18-34,F,0-20000
210,5600,2011000005560,0,18-34,F,0-20000
211,5701,2011000005560,0,18-34,F,0-20000
212,10603,2011000005560,0,18-34,F,20000-40000
213,10700,2011000005560,0,18-34,F,<=0
214,10900,2011000005560,0,18-34,F,0-20000
215,800,2011000005560,0,18-34,M,0-20000
216,902,2011000005560,0,18-34,M,40000-80000
217,1000,2011000005560,0,18-34,M,0-20000
218,1201,2011000005560,0,18-34,M,0-20000
219,1205,2011000005560,0,18-34,M,0-20000
220,1301,2011000005560,0,18-34,M,<=0
221,5300,2011000005560,0,18-34,M,0-20000
222,5500,2011000005560,0,18-34,M,0-20000
223,5600,2011000005560,0,18-34,M,<=0
224,5701,2011000005560,0,18-34,M,0-20000
225,10603,2011000005560,0,18-34,M,0-20000
226,10700,2011000005560,0,18-34,M,<=0
227,10900,2011000005560,0,18-34,M,0-20000
228,800,2011000005560,0,18-34,F,0-20000
229,902,2011000005560,0,18-34,F,<=0
230,1000,2011000005560,0,18-34,F,20000-40000
231,1201,2011000005560,0,18-34,F,0-20000
232,1205,2011000005560,0,18-34,F,0-20000
233,1301,2011000005560,0,18-34,F,20000-40000
234,5300,2011000005560,0,18-34,F,0-20000
235,5500,2011000005560,0,18-34,F,0-20000
236,5600,2011000005560,0,18-34,F,0-20000
237,5701,2011000005560,0,18-34,F,0-20000
238,10603,2011000005560,0,18-34,F,0-20000
239,10700,2011000005560,0,18-34,F,<=0
240,10900,2011000005560,0,18-34,F,0-20000
241,301,2011000007132,0,18-34,F,20000-40000
242,500,2011000007132,0,18-34,F,20000-40000
243,800,2011000007132,0,18-34,F,0-20000
244,901,2011000007132,0,18-34,F,<=0
245,902,2011000007132,0,18-34,F,0-20000
246,1000,2011000007132,0,18-34,F,0-20000
247,1100,2011000007132,0,18-34,F,0-20000
248,1201,2011000007132,0,18-34,F,20000-40000
249,1203,2011000007132,0,18-34,F,0-20000
250,1205,2011000007132,0,18-34,F,0-20000
251,1301,2011000007132,0,18-34,F,0-20000
252,1302,2011000007132,0,18-34,F,0-20000
253,5300,2011000007132,0,18-34,F,<=0
254,5401,2011000007132,0,18-34,F,40000-80000
255,5500,2011000007132,0,18-34,F,0-20000
256,5600,2011000007132,0,18-34,F,<=0
257,5701,2011000007132,0,18-34,F,<=0
258,10100,2011000007132,0,18-34,F,0-20000
259,10204,2011000007132,0,18-34,F,<=0
260,10400,2011000007132,0,18-34,F,0-20000
261,10500,2011000007132,0,18-34,F,0-20000
262,10601,2011000007132,0,18-34,F,0-20000
263,10603,2011000007132,0,18-34,F,20000-40000
264,10700,2011000007132,0,18-34,F,<=0
265,10800,2011000007132,0,18-34,F,0-20000
266,10900,2011000007132,0,18-34,F,0-20000
267,11000,2011000007132,0,18-34,F,20000-40000
268,200,2011000008273,0,35-64,F,40000-80000
269,301,2011000008273,0,35-64,F,40000-80000
270,302,2011000008273,0,35-64,F,40000-80000
271,401,2011000008273,0,35-64,F,20000-40000
272,402,2011000008273,0,35-64,F,20000-40000
273,500,2011000008273,0,35-64,F,40000-80000
274,700,2011000008273,0,35-64,F,40000-80000
275,800,2011000008273,0,35-64,F,0-20000
276,901,2011000008273,0,35-64,F,40000-80000
277,902,2011000008273,0,35-64,F,<=0
278,1000,2011000008273,0,35-64,F,0-20000
279,1100,2011000008273,0,35-64,F,20000-40000
280,1201,2011000008273,0,35-64,F,40000-80000
281,1203,2011000008273,0,35-64,F,20000-40000
282,1204,2011000008273,0,35-64,F,<=0
283,1205,2011000008273,0,35-64,F,0-20000
284,1206,2011000008273,0,35-64,F,40000-80000
285,1301,2011000008273,0,35-64,F,20000-40000
286,1302,2011000008273,0,35-64,F,0-20000
287,1400,2011000008273,0,35-64,F,80000-100000
288,5300,2011000008273,0,35-64,F,20000-40000
289,5401,2011000008273,0,35-64,F,20000-40000
290,5402,2011000008273,0,35-64,F,<=0
291,5500,2011000008273,0,35-64,F,40000-80000
292,5600,2011000008273,0,35-64,F,0-20000
293,5701,2011000008273,0,35-64,F,<=0
294,5702,2011000008273,0,35-64,F,<=0
295,5800,2011000008273,0,35-64,F,20000-40000
296,5900,2011000008273,0,35-64,F,0-20000
297,6000,2011000008273,0,35-64,F,20000-40000
298,10100,2011000008273,0,35-64,F,20000-40000
299,10204,2011000008273,0,35-64,F,20000-40000
300,10300,2011000008273,0,35-64,F,40000-80000
301,10400,2011000008273,0,35-64,F,<=0
302,10500,2011000008273,0,35-64,F,20000-40000
303,10601,2011000008273,0,35-64,F,0-20000
304,10603,2011000008273,0,35-64,F,20000-40000
305,10604,2011000008273,0,35-64,F,20000-40000
306,10700,2011000008273,0,35-64,F,20000-40000
307,10800,2011000008273,0,35-64,F,0-20000
308,10900,2011000008273,0,35-64,F,<=0
309,10900,2011000008273,1,35-64,F,20000-40000
310,11000,2011000008273,0,35-64,F,40000-80000
311,11100,2011000008273,0,35-64,F,20000-40000
312,200,2011000008273,0,0-17,F,<=0
313,301,2011000008273,0,0-17,F,<=0
314,302,2011000008273,0,0-17,F,<=0
315,401,2011000008273,0,0-17,F,<=0
316,402,2011000008273,0,0-17,F,<=0
317,500,2011000008273,0,0-17,F,<=0
318,700,2011000008273,0,0-17,F,<=0
319,800,2011000008273,0,0-17,F,<=0
320,901,2011000008273,0,0-17,F,<=0
321,902,2011000008273,0,0-17,F,<=0
322,1000,2011000008273,0,0-17,F,<=0
323,1100,2011000008273,0,0-17,F,<=0
324,1201,2011000008273,0,0-17,F,<=0
325,1203,2011000008273,0,0-17,F,<=0
326,1204,2011000008273,0,0-17,F,0-20000
327,1205,2011000008273,0,0-17,F,<=0
328,1206,2011000008273,0,0-17,F,<=0
329,1301,2011000008273,0,0-17,F,<=0
330,1302,2011000008273,0,0-17,F,<=0
331,1400,2011000008273,0,0-17,F,<=0
332,5300,2011000008273,0,0-17,F,<=0
333,5401,2011000008273,0,0-17,F,<=0
334,5402,2011000008273,0,0-17,F,<=0
335,5500,2011000008273,0,0-17,F,<=0
336,5600,2011000008273,0,0-17,F,<=0
337,5701,2011000008273,0,0-17,F,<=0
338,5702,2011000008273,0,0-17,F,<=0
339,5800,2011000008273,0,0-17,F,<=0
340,5900,2011000008273,0,0-17,F,<=0
341,6000,2011000008273,0,0-17,F,<=0
342,10100,2011000008273,0,0-17,F,<=0
343,10204,2011000008273,0,0-17,F,<=0
344,10300,2011000008273,0,0-17,F,<=0
345,10400,2011000008273,0,0-17,F,<=0
346,10500,2011000008273,0,0-17,F,<=0
347,10601,2011000008273,0,0-17,F,<=0
348,10603,2011000008273,0,0-17,F,<=0
349,10604,2011000008273,0,0-17,F,<=0
350,10700,2011000008273,0,0-17,F,<=0
351,10800,2011000008273,0,0-17,F,<=0
352,10900,2011000008273,0,0-17,F,<=0
353,10900,2011000008273,1,0-17,F,<=0
354,11000,2011000008273,0,0-17,F,<=0
355,11100,2011000008273,0,0-17,F,<=0
356,200,2011000008273,0,0-17,F,<=0
357,301,2011000008273,0,0-17,F,<=0
358,302,2011000008273,0,0-17,F,<=0
359,401,2011000008273,0,0-17,F,<=0
360,402,2011000008273,0,0-17,F,<=0
361,500,2011000008273,0,0-17,F,<=0
362,700,2011000008273,0,0-17,F,<=0
363,800,2011000008273,0,0-17,F,<=0
364,901,2011000008273,0,0-17,F,<=0
365,902,2011000008273,0,0-17,F,<=0
366,1000,2011000008273,0,0-17,F,<=0
367,1100,2011000008273,0,0-17,F,<=0
368,1201,2011000008273,0,0-17,F,<=0
369,1203,2011000008273,0,0-17,F,<=0
370,1204,2011000008273,0,0-17,F,<=0
371,1205,2011000008273,0,0-17,F,<=0
372,1206,2011000008273,0,0-17,F,<=0
373,1301,2011000008273,0,0-17,F,0-20000
374,1302,2011000008273,0,0-17,F,<=0
375,1400,2011000008273,0,0-17,F,<=0
376,5300,2011000008273,0,0-17,F,<=0
377,5401,2011000008273,0,0-17,F,<=0
378,5402,2011000008273,0,0-17,F,<=0
379,5500,2011000008273,0,0-17,F,<=0
380,5600,2011000008273,0,0-17,F,<=0
381,5701,2011000008273,0,0-17,F,<=0
382,5702,2011000008273,0,0-17,F,<=0
383,5800,2011000008273,0,0-17,F,<=0
384,5900,2011000008273,0,0-17,F,<=0
385,6000,2011000008273,0,0-17,F,<=0
386,10100,2011000008273,0,0-17,F,<=0
387,10204,2011000008273,0,0-17,F,<=0
388,10300,2011000008273,0,0-17,F,<=0
389,10400,2011000008273,0,0-17,F,<=0
390,10500,2011000008273,0,0-17,F,<=0
391,10601,2011000008273,0,0-17,F,<=0
392,10603,2011000008273,0,0-17,F,<=0
393,10604,2011000008273,0,0-17,F,<=0
394,10700,2011000008273,0,0-17,F,<=0
395,10800,2011000008273,0,0-17,F,<=0
396,10900,2011000008273,0,0-17,F,<=0
397,10900,2011000008273,1,0-17,F,<=0
398,11000,2011000008273,0,0-17,F,<=0
399,11100,2011000008273,0,0-17,F,<=0
400,200,2011000008273,0,0-17,M,<=0
401,301,2011000008273,0,0-17,M,<=0
402,302,2011000008273,0,0-17,M,<=0
403,401,2011000008273,0,0-17,M,<=0
404,402,2011000008273,0,0-17,M,<=0
405,500,2011000008273,0,0-17,M,0-20000
406,700,2011000008273,0,0-17,M,<=0
407,800,2011000008273,0,0-17,M,<=0
408,901,2011000008273,0,0-17,M,<=0
409,902,2011000008273,0,0-17,M,<=0
410,1000,2011000008273,0,0-17,M,<=0
411,1100,2011000008273,0,0-17,M,<=0
412,1201,2011000008273,0,0-17,M,<=0
413,1203,2011000008273,0,0-17,M,<=0
414,1204,2011000008273,0,0-17,M,<=0
415,1205,2011000008273,0,0-17,M,<=0
416,1206,2011000008273,0,0-17,M,<=0
417,1301,2011000008273,0,0-17,M,<=0
418,1302,2011000008273,0,0-17,M,<=0
419,1400,2011000008273,0,0-17,M,<=0
420,5300,2011000008273,0,0-17,M,0-20000
421,5401,2011000008273,0,0-17,M,<=0
422,5402,2011000008273,0,0-17,M,<=0
423,5500,2011000008273,0,0-17,M,<=0
424,5600,2011000008273,0,0-17,M,<=0
425,5701,2011000008273,0,0-17,M,<=0
426,5702,2011000008273,0,0-17,M,<=0
427,5800,2011000008273,0,0-17,M,<=0
428,5900,2011000008273,0,0-17,M,<=0
429,6000,2011000008273,0,0-17,M,<=0
430,10100,2011000008273,0,0-17,M,<=0
431,10204,2011000008273,0,0-17,M,<=0
432,10300,2011000008273,0,0-17,M,<=0
433,10400,2011000008273,0,0-17,M,<=0
434,10500,2011000008273,0,0-17,M,<=0
435,10601,2011000008273,0,0-17,M,<=0
436,10603,2011000008273,0,0-17,M,<=0
437,10604,2011000008273,0,0-17,M,<=0
438,10700,2011000008273,0,0-17,M,<=0
439,10800,2011000008273,0,0-17,M,<=0
440,10900,2011000008273,0,0-17,M,<=0
441,10900,2011000008273,1,0-17,M,<=0
442,11000,2011000008273,0,0-17,M,<=0
443,11100,2011000008273,0,0-17,M,<=0
444,200,2011000008273,0,0-17,M,<=0
445,301,2011000008273,0,0-17,M,<=0
446,302,2011000008273,0,0-17,M,<=0
447,401,2011000008273,0,0-17,M,<=0
448,402,2011000008273,0,0-17,M,<=0
449,500,2011000008273,0,0-17,M,<=0
450,700,2011000008273,0,0-17,M,<=0
451,800,2011000008273,0,0-17,M,<=0
452,901,2011000008273,0,0-17,M,<=0
453,902,2011000008273,0,0-17,M,<=0
454,1000,2011000008273,0,0-17,M,<=0
455,1100,2011000008273,0,0-17,M,<=0
456,1201,2011000008273,0,0-17,M,<=0
457,1203,2011000008273,0,0-17,M,<=0
458,1204,2011000008273,0,0-17,M,0-20000
459,1205,2011000008273,0,0-17,M,<=0
460,1206,2011000008273,0,0-17,M,<=0
461,1301,2011000008273,0,0-17,M,<=0
462,1302,2011000008273,0,0-17,M,<=0
463,1400,2011000008273,0,0-17,M,<=0
464,5300,2011000008273,0,0-17,M,<=0
465,5401,2011000008273,0,0-17,M,<=0
466,5402,2011000008273,0,0-17,M,<=0
467,5500,2011000008273,0,0-17,M,<=0
468,5600,2011000008273,0,0-17,M,<=0
469,5701,2011000008273,0,0-17,M,<=0
470,5702,2011000008273,0,0-17,M,<=0
471,5800,2011000008273,0,0-17,M,<=0
472,5900,2011000008273,0,0-17,M,<=0
473,6000,2011000008273,0,0-17,M,<=0
474,10100,2011000008273,0,0-17,M,<=0
475,10204,2011000008273,0,0-17,M,<=0
476,10300,2011000008273,0,0-17,M,<=0
477,10400,2011000008273,0,0-17,M,<=0
478,10500,2011000008273,0,0-17,M,<=0
479,10601,2011000008273,0,0-17,M,<=0
480,10603,2011000008273,0,0-17,M,<=0
481,10604,2011000008273,0,0-17,M,<=0
482,10700,2011000008273,0,0-17,M,<=0
483,10800,2011000008273,0,0-17,M,<=0
484,10900,2011000008273,0,0-17,M,<=0
485,10900,2011000008273,1,0-17,M,<=0
486,11000,2011000008273,0,0-17,M,<=0
487,11100,2011000008273,0,0-17,M,<=0
488,200,2011000008273,0,0-17,F,0-20000
489,301,2011000008273,0,0-17,F,<=0
490,302,2011000008273,0,0-17,F,<=0
491,401,2011000008273,0,0-17,F,<=0
492,402,2011000008273,0,0-17,F,<=0
493,500,2011000008273,0,0-17,F,<=0
494,700,2011000008273,0,0-17,F,<=0
495,800,2011000008273,0,0-17,F,<=0
496,901,2011000008273,0,0-17,F,<=0
497,902,2011000008273,0,0-17,F,0-20000
498,1000,2011000008273,0,0-17,F,<=0
499,1100,2011000008273,0,0-17,F,<=0
500,1201,2011000008273,0,0-17,F,<=0
501,1203,2011000008273,0,0-17,F,<=0
502,1204,2011000008273,0,0-17,F,<=0
503,1205,2011000008273,0,0-17,F,<=0
504,1206,2011000008273,0,0-17,F,<=0
505,1301,2011000008273,0,0-17,F,<=0
506,1302,2011000008273,0,0-17,F,<=0
507,1400,2011000008273,0,0-17,F,<=0
508,5300,2011000008273,0,0-17,F,<=0
509,5401,2011000008273,0,0-17,F,<=0
510,5402,2011000008273,0,0-17,F,<=0
511,5500,2011000008273,0,0-17,F,<=0
512,5600,2011000008273,0,0-17,F,<=0
513,5701,2011000008273,0,0-17,F,<=0
514,5702,2011000008273,0,0-17,F,<=0
515,5800,2011000008273,0,0-17,F,<=0
516,5900,2011000008273,0,0-17,F,<=0
517,6000,2011000008273,0,0-17,F,<=0
518,10100,2011000008273,0,0-17,F,<=0
519,10204,2011000008273,0,0-17,F,<=0
520,10300,2011000008273,0,0-17,F,<=0
521,10400,2011000008273,0,0-17,F,<=0
522,10500,2011000008273,0,0-17,F,<=0
523,10601,2011000008273,0,0-17,F,<=0
524,10603,2011000008273,0,0-17,F,<=0
525,10604,2011000008273,0,0-17,F,<=0
526,10700,2011000008273,0,0-17,F,<=0
527,10800,2011000008273,0,0-17,F,<=0
528,10900,2011000008273,0,0-17,F,<=0
529,10900,2011000008273,1,0-17,F,0-20000
530,11000,2011000008273,0,0-17,F,<=0
531,11100,2011000008273,0,0-17,F,<=0
532,902,2011000011408,0,35-64,F,20000-40000
533,1201,2011000011408,0,35-64,F,20000-40000
534,1301,2011000011408,0,35-64,F,20000-40000
535,5600,2011000011408,0,35-64,F,0-20000
536,10603,2011000011408,0,35-64,F,<=0
537,10700,2011000011408,0,35-64,F,40000-80000
538,10900,2011000011408,0,35-64,F,<=0
539,902,2011000011408,0,0-17,F,<=0
540,1201,2011000011408,0,0-17,F,0-20000
541,1301,2011000011408,0,0-17,F,<=0
542,5600,2011000011408,0,0-17,F,<=0
543,10603,2011000011408,0,0-17,F,<=0
544,10700,2011000011408,0,0-17,F,<=0
545,10900,2011000011408,0,0-17,F,<=0
546,902,2011000011408,0,0-17,F,<=0
547,1201,2011000011408,0,0-17,F,<=0
548,1301,2011000011408,0,0-17,F,0-20000
549,5600,2011000011408,0,0-17,F,<=0
550,10603,2011000011408,0,0-17,F,<=0
551,10700,2011000011408,0,0-17,F,<=0
552,10900,2011000011408,0,0-17,F,<=0
553,301,2011000014238,0,18-34,M,20000-40000
554,302,2011000014238,0,18-34,M,20000-40000
555,500,2011000014238,0,18-34,M,0-20000
556,700,2011000014238,0,18-34,M,0-20000
557,800,2011000014238,0,18-34,M,80000-100000
558,901,2011000014238,0,18-34,M,0-20000
559,902,2011000014238,0,18-34,M,0-20000
560,1000,2011000014238,0,18-34,M,40000-80000
561,1100,2011000014238,0,18-34,M,20000-40000
562,1201,2011000014238,0,18-34,M,<=0
563,1203,2011000014238,0,18-34,M,0-20000
564,1205,2011000014238,0,18-34,M,20000-40000
565,1301,2011000014238,0,18-34,M,0-20000
566,1302,2011000014238,0,18-34,M,0-20000
567,5300,2011000014238,0,18-34,M,0-20000
568,5401,2011000014238,0,18-34,M,<=0
569,5500,2011000014238,0,18-34,M,<=0
570,5600,2011000014238,0,18-34,M,20000-40000
571,5701,2011000014238,0,18-34,M,0-20000
572,5702,2011000014238,0,18-34,M,0-20000
573,5800,2011000014238,0,18-34,M,20000-40000
574,10100,2011000014238,0,18-34,M,0-20000
575,10204,2011000014238,0,18-34,M,0-20000
576,10400,2011000014238,0,18-34,M,0-20000
577,10500,2011000014238,0,18-34,M,20000-40000
578,10601,2011000014238,0,18-34,M,0-20000
579,10603,2011000014238,0,18-34,M,0-20000
580,10700,2011000014238,0,18-34,M,40000-80000
581,10800,2011000014238,0,18-34,M,0-20000
582,10900,2011000014238,0,18-34,M,0-20000
583,11000,2011000014238,0,18-34,M,20000-40000
584,301,2011000016858,0,18-34,F,<=0
585,302,2011000016858,0,18-34,F,40000-80000
586,401,2011000016858,0,18-34,F,0-20000
587,402,2011000016858,0,18-34,F,0-20000
588,500,2011000016858,0,18-34,F,0-20000
589,700,2011000016858,0,18-34,F,<=0
590,800,2011000016858,0,18-34,F,0-20000
591,901,2011000016858,0,18-34,F,0-20000
592,902,2011000016858,0,18-34,F,<=0
593,1000,2011000016858,0,18-34,F,0-20000
594,1100,2011000016858,0,18-34,F,0-20000
595,1201,2011000016858,0,18-34,F,0-20000
596,1203,2011000016858,0,18-34,F,0-20000
597,1204,2011000016858,0,18-34,F,0-20000
598,1205,2011000016858,0,18-34,F,0-20000
599,1206,2011000016858,0,18-34,F,0-20000
