,tract,serial_number,repeat_index,num_people,household_income,num_vehicles
280,301,2011000085061,0,4+,<=40000,2
281,301,2011000085386,0,2,40000+,1
282,301,2011000088586,0,2,40000+,1
283,301,2011000093204,0,1,<=40000,1
284,301,2011000094463,0,2,<=40000,1
285,301,2011000096949,0,2,<=40000,2
286,301,2011000101635,0,1,<=40000,1
287,301,2011000104567,0,1,40000+,1
288,301,2011000105098,0,4+,40000+,2
289,301,2011000106280,0,1,<=40000,1
290,301,2011000107552,0,2,40000+,1
291,301,2011000109803,0,1,40000+,1
292,301,2011000109803,1,1,<=40000,1
293,301,2011000110745,0,3,<=40000,3
294,301,2011000113806,0,2,40000+,2
295,301,2011000114531,0,3,<=40000,3
296,301,2011000121588,0,1,<=40000,1
297,301,2011000121588,1,1,<=40000,1
298,301,2011000126361,0,1,<=40000,1
299,301,2011000130925,0,1,<=40000,1
300,301,2011000132344,0,4+,40000+,3
301,301,2011000136656,0,3,<=40000,3
302,301,2011000136656,1,3,<=40000,3
303,301,2011000136656,2,3,40000+,2
304,301,2011000138058,0,2,<=40000,2
305,301,2011000138303,0,1,<=40000,1
306,301,2011000139699,0,2,40000+,2
307,301,2011000140963,0,4+,40000+,2
308,301,2011000143091,0,2,40000+,2
309,301,2011000145097,0,4+,40000+,2
310,301,2011000146056,0,4+,<=40000,4
311,301,2011000176669,0,1,<=40000,3
312,301,2011000189399,0,2,40000+,2
313,301,2011000191795,0,2,<=40000,2
314,301,2011000191795,1,2,40000+,2
315,301,2011000195944,0,4+,40000+,2
316,301,2011000198249,0,4+,40000+,2
317,301,2011000198546,0,4+,<=40000,1
318,301,2011000198546,1,4+,40000+,0
319,301,2011000198546,2,4+,40000+,2
320,301,2011000198638,0,3,40000+,1
321,301,2011000204305,0,1,<=40000,1
322,301,2011000205207,0,3,40000+,2
323,301,2011000208640,0,2,40000+,2
324,301,2011000209512,0,2,40000+,3
325,301,2011000210553,0,2,40000+,4
326,301,2011000215450,0,1,<=40000,1
327,301,2011000217890,0,2,<=40000,3
328,301,2011000220609,0,2,<=40000,2
329,301,2011000220609,1,2,<=40000,1
330,301,2011000222629,0,2,<=40000,2
331,301,2011000222629,1,2,40000+,2
332,301,2011000235215,0,1,<=40000,1
333,301,2011000241129,0,1,40000+,2
334,301,2011000241870,0,1,40000+,1
335,301,2011000243335,0,1,<=40000,0
336,301,2011000250689,0,2,40000+,2
337,301,2011000251367,0,1,<=40000,0
338,301,2011000251787,0,2,40000+,2
339,301,2011000251870,0,2,40000+,1
340,301,2011000253052,0,1,40000+,1
341,301,2011000254000,0,1,<=40000,1
342,301,2011000256509,0,3,<=40000,4
343,301,2011000258417,0,1,<=40000,2
344,301,2011000272704,0,1,<=40000,0
345,301,2011000275055,0,2,40000+,3
346,301,2011000276055,0,1,<=40000,1
347,301,2011000278301,0,2,40000+,0
348,301,2011000278571,0,4+,<=40000,1
349,301,2011000283505,0,3,40000+,2
350,301,2011000291899,0,3,40000+,2
351,301,2011000292835,0,3,40000+,2
352,301,2011000295000,0,1,40000+,1
353,301,2011000295450,0,2,40000+,3
354,301,2011000296628,0,1,<=40000,1
355,301,2011000298551,0,3,40000+,2
356,301,2011000299214,0,1,<=40000,0
357,301,2011000300653,0,2,<=40000,2
358,301,2011000307775,0,1,<=40000,1
359,301,2011000309019,0,2,<=40000,3
360,301,2011000312979,0,3,<=40000,2
361,301,2011000318689,0,1,<=40000,1
362,301,2011000325882,0,1,<=40000,2
363,301,2011000331718,0,1,40000+,1
364,301,2011000332766,0,1,<=40000,1
365,301,2011000339820,0,2,<=40000,2
366,301,2011000339820,1,2,40000+,3
367,301,2011000340238,0,1,<=40000,1
368,301,2011000340238,1,1,<=40000,1
369,301,2011000342953,0,2,<=40000,2
370,301,2011000342953,1,2,<=40000,2
371,301,2011000344420,0,1,<=40000,2
372,301,2011000345262,0,1,<=40000,2
373,301,2011000345262,1,1,<=40000,1
374,301,2011000345583,0,1,<=40000,0
375,301,2011000348233,0,1,<=40000,1
376,301,2011000355207,0,4+,40000+,2
377,301,2011000356572,0,3,40000+,1
378,301,2011000356572,1,3,<=40000,3
379,301,2011000360797,0,4+,40000+,2
380,301,2011000365617,0,3,<=40000,2
381,301,2011000365617,1,3,<=40000,0
382,301,2011000365995,0,1,<=40000,1
383,301,2011000381707,0,3,<=40000,0
384,301,2011000381707,1,3,<=40000,1
385,301,2011000381707,2,3,40000+,3
386,301,2011000381707,3,3,40000+,1
387,301,2011000394685,0,1,40000+,1
388,301,2011000395381,0,2,40000+,1
389,301,2011000401039,0,2,<=40000,1
390,301,2011000405756,0,1,40000+,0
391,301,2011000410423,0,1,<=40000,0
392,301,2011000410608,0,1,<=40000,2
393,301,2011000423268,0,1,<=40000,1
394,301,2011000424268,0,1,40000+,1
395,301,2011000427477,0,4+,40000+,2
396,301,2011000431883,0,4+,40000+,1
397,301,2011000431883,1,4+,<=40000,2
398,301,2011000437374,0,3,<=40000,2
399,301,2011000437518,0,4+,40000+,5
400,301,2011000443740,0,2,40000+,1
401,301,2011000445964,0,1,<=40000,1
402,301,2011000449938,0,1,<=40000,0
403,301,2011000457744,0,4+,<=40000,2
404,301,2011000457744,1,4+,40000+,2
405,301,2011000458887,0,2,40000+,1
406,301,2011000461045,0,1,<=40000,1
407,301,2011000466380,0,2,40000+,2
408,301,2011000466913,0,4+,<=40000,1
409,301,2011000467313,0,3,<=40000,2
410,301,2011000467976,0,4+,<=40000,1
411,301,2011000468392,0,2,40000+,2
412,301,2011000470426,0,3,<=40000,2
413,301,2011000470426,1,3,<=40000,1
414,301,2011000470426,2,3,<=40000,2
415,301,2011000471723,0,4+,40000+,1
416,301,2011000472777,0,4+,40000+,3
417,301,2011000475032,0,4+,<=40000,0
418,301,2011000476641,0,1,<=40000,0
419,301,2011000476641,1,1,40000+,1
420,301,2011000478107,0,3,<=40000,1
421,301,2011000479727,0,1,<=40000,1
422,301,2011000483576,0,2,<=40000,2
423,301,2011000488148,0,4+,<=40000,2
424,301,2011000488148,1,4+,<=40000,3
425,301,2011000489854,0,1,40000+,0
426,301,2011000489854,1,1,<=40000,0
427,301,2011000494350,0,1,<=40000,2
428,301,2011000494387,0,1,<=40000,0
429,301,2011000496817,0,4+,<=40000,2
430,301,2011000501587,0,1,<=40000,1
431,301,2011000506382,0,3,<=40000,2
432,301,2011000506382,1,3,40000+,2
433,301,2011000514724,0,2,40000+,1
434,301,2011000523960,0,2,<=40000,1
435,301,2011000523960,1,2,<=40000,2
436,301,2011000523960,2,2,40000+,1
437,301,2011000527063,0,1,<=40000,1
438,301,2011000531452,0,3,<=40000,2
439,301,2011000533578,0,2,40000+,2
440,301,2011000541555,0,4+,40000+,2
441,301,2011000544832,0,3,40000+,1
442,301,2011000547019,0,2,40000+,2
443,301,2011000550791,0,3,<=40000,2
444,301,2011000555346,0,3,<=40000,1
445,301,2011000555895,0,3,40000+,2
446,301,2011000558531,0,2,<=40000,2
447,301,2011000568385,0,4+,<=40000,1
448,301,2011000571156,0,2,40000+,1
449,301,2011000571156,1,2,<=40000,2
450,301,2011000577103,0,2,<=40000,2
451,301,2011000577103,1,2,40000+,1
452,301,2011000579413,0,2,40000+,2
453,301,2011000583228,0,4+,40000+,1
454,301,2011000583228,1,4+,40000+,1
455,301,2011000587507,0,2,40000+,1
456,301,2011000588287,0,4+,40000+,3
457,301,2011000588373,0,3,<=40000,3
458,301,2011000590285,0,2,<=40000,2
459,301,2011000591029,0,2,40000+,2
460,301,2011000594577,0,2,<=40000,2
461,301,2011000598358,0,2,40000+,0
462,301,2011000598358,1,2,40000+,3
463,301,2011000599090,0,1,<=40000,0
464,301,2011000605281,0,2,<=40000,2
465,301,2011000607503,0,3,40000+,1
466,301,2011000609566,0,3,<=40000,2
467,301,2011000610536,0,4+,<=40000,2
468,301,2011000610536,1,4+,40000+,5
469,301,2011000610536,2,4+,40000+,2
470,301,2011000612321,0,2,40000+,0
471,301,2011000612838,0,1,40000+,1
472,301,2011000616706,0,4+,40000+,2
473,301,2011000618132,0,2,40000+,2
474,301,2011000619327,0,2,40000+,2
475,301,2011000621604,0,1,<=40000,1
476,301,2011000629593,0,1,<=40000,0
477,301,2011000629593,1,1,<=40000,1
478,301,2011000632313,0,3,40000+,3
479,301,2011000633346,0,2,40000+,0
480,301,2011000634625,0,2,40000+,2
481,301,2011000635369,0,4+,40000+,0
482,301,2011000638243,0,3,40000+,2
483,301,2011000639317,0,2,<=40000,2
484,301,2011000648042,0,2,40000+,4
485,301,2011000648042,1,2,40000+,1
486,301,2011000652937,0,1,<=40000,1
487,301,2011000652937,1,1,40000+,1
488,301,2011000652937,2,1,<=40000,0
489,301,2011000657273,0,2,<=40000,2
490,301,2011000661472,0,2,<=40000,2
491,301,2011000664817,0,3,40000+,1
492,301,2011000667216,0,1,<=40000,1
493,301,2011000675688,0,1,40000+,0
494,301,2011000683266,0,2,40000+,2
495,301,2011000684406,0,4+,<=40000,1
496,301,2011000686602,0,1,<=40000,2
497,301,2011000688741,0,3,<=40000,2
498,301,2011000688741,1,3,40000+,1
499,301,2011000690560,0,2,40000+,2
500,301,2011000697655,0,2,40000+,2
501,301,2011000703371,0,1,40000+,2
502,301,2011000705278,0,2,40000+,1
503,301,2011000705997,0,2,<=40000,2
504,301,2011000705997,1,2,40000+,3
505,301,2011000705997,2,2,<=40000,2
506,301,2011000706050,0,1,<=40000,1
507,301,2011000706665,0,2,<=40000,2
508,301,2011000708389,0,4+,<=40000,1
509,301,2011000708533,0,1,<=40000,1
510,301,2011000714158,0,4+,40000+,2
511,301,2011000715084,0,3,<=40000,1
512,301,2011000723765,0,1,40000+,0
513,301,2011000730403,0,4+,40000+,0
514,301,2011000737853,0,4+,<=40000,2
515,301,2011000747491,0,2,40000+,2
516,301,2011000759741,0,2,40000+,2
517,301,2011000759870,0,4+,<=40000,4
518,301,2011000759870,1,4+,40000+,2
519,301,2011000767693,0,2,40000+,2
520,301,2011000768857,0,1,<=40000,1
521,301,2011000775934,0,4+,40000+,3
522,301,2011000787621,0,4+,<=40000,3
523,301,2011000787817,0,4+,<=40000,3
524,301,2011000787817,1,4+,40000+,1
525,301,2011000791114,0,4+,40000+,3
526,301,2011000791114,1,4+,<=40000,2
527,301,2011000793512,0,2,<=40000,2
528,301,2011000795864,0,1,<=40000,2
529,301,2011000797927,0,2,<=40000,1
530,301,2011000807310,0,1,<=40000,0
531,301,2011000808141,0,1,<=40000,0
532,301,2011000809675,0,1,40000+,1
533,301,2011000817581,0,2,<=40000,0
534,301,2011000818218,0,2,40000+,2
535,301,2011000828515,0,2,<=40000,2
536,301,2011000830666,0,2,<=40000,2
537,301,2011000832512,0,3,<=40000,2
538,301,2011000832512,1,3,<=40000,2
539,301,2011000833613,0,1,<=40000,1
540,301,2011000841945,0,2,<=40000,2
541,301,2011000843426,0,3,40000+,2
542,301,2011000845786,0,2,40000+,2
543,301,2011000847968,0,2,<=40000,2
544,301,2011000847984,0,1,<=40000,1
545,301,2011000851981,0,2,<=40000,2
546,301,2011000856043,0,3,40000+,2
547,301,2011000859865,0,1,<=40000,2
548,301,2011000868888,0,2,40000+,2
549,301,2011000872132,0,1,<=40000,1
550,301,2011000874979,0,2,40000+,2
551,301,2011000878008,0,1,<=40000,1
552,301,2011000878008,1,1,<=40000,1
553,301,2011000878316,0,2,40000+,2
554,301,2011000881844,0,2,40000+,2
555,301,2011000883694,0,1,40000+,1
556,301,2011000883966,0,2,40000+,0
557,301,2011000887113,0,2,40000+,1
558,301,2011000887822,0,3,40000+,2
559,301,2011000887822,1,3,<=40000,0
560,301,2011000897498,0,2,40000+,1
561,301,2011000898209,0,1,<=40000,1
562,301,2011000898916,0,4+,<=40000,2
563,301,2011000902622,0,4+,40000+,1
564,301,2011000905028,0,1,<=40000,2
565,301,2011000907901,0,1,<=40000,1
566,301,2011000908858,0,2,40000+,1
567,301,2011000909793,0,3,<=40000,2
568,301,2011000924524,0,3,<=40000,2
569,301,2011000933503,0,2,40000+,2
570,301,2011000949798,0,1,40000+,1
571,301,2011000955167,0,4+,<=40000,2
572,301,2011000955707,0,2,<=40000,2
573,301,2011000962094,0,1,<=40000,1
574,301,2011000968553,0,4+,<=40000,3
575,301,2011000969676,0,2,<=40000,2
576,301,2011000972440,0,2,40000+,2
577,301,2011000974024,0,2,<=40000,1
578,301,2011000974584,0,2,<=40000,1
579,301,2011000975682,0,1,40000+,1
580,301,2011000986835,0,1,<=40000,0
581,301,2011000986835,1,1,40000+,1
582,301,2011000998915,0,3,<=40000,4
583,301,2011001007676,0,4+,<=40000,1
584,301,2011001017112,0,3,40000+,3
585,301,2011001018926,0,1,<=40000,1
586,301,2011001020733,0,3,<=40000,2
587,301,2011001022361,0,4+,<=40000,1
588,301,2011001022361,1,4+,40000+,1
589,301,2011001022361,2,4+,40000+,2
590,301,2011001023027,0,4+,<=40000,4
591,301,2011001030524,0,2,40000+,1
592,301,2011001039935,0,1,<=40000,1
593,301,2011001049745,0,2,40000+,1
594,301,2011001052457,0,4+,<=40000,3
595,301,2011001052457,1,4+,40000+,3
596,301,2011001054416,0,1,<=40000,0
597,301,2011001054790,0,4+,<=40000,1
598,301,2011001054821,0,2,40000+,2
599,301,2011001056573,0,3,<=40000,2
600,301,2011001056573,1,3,<=40000,2
601,301,2011001064242,0,1,<=40000,2
602,301,2011001067005,0,1,40000+,1
603,301,2011001072007,0,3,40000+,1
604,301,2011001072007,1,3,<=40000,1
605,301,2011001072909,0,2,40000+,2
606,301,2011001072909,1,2,<=40000,2
607,301,2011001076894,0,4+,<=40000,1
608,301,2011001077062,0,4+,<=40000,0
609,301,2011001088245,0,4+,<=40000,3
610,301,2011001090666,0,2,<=40000,1
611,301,2011001104306,0,3,<=40000,2
612,301,2011001110083,0,2,<=40000,1
613,301,2011001110153,0,1,<=40000,1
614,301,2011001111883,0,2,<=40000,2
615,301,2011001112176,0,3,40000+,2
616,301,2011001112958,0,1,<=40000,0
617,301,2011001114247,0,3,<=40000,3
618,301,2011001114247,1,3,40000+,2
619,301,2011001114247,2,3,<=40000,3
620,301,2011001114247,3,3,40000+,1
621,301,2011001116429,0,2,40000+,2
622,301,2011001122420,0,2,40000+,2
623,301,2011001123781,0,2,<=40000,2
624,301,2011001123781,1,2,40000+,3
625,301,2011001124466,0,1,<=40000,1
626,301,2011001129246,0,2,<=40000,2
627,301,2011001129246,1,2,40000+,2
628,301,2011001129517,0,3,<=40000,2
629,301,2011001129899,0,2,<=40000,2
630,301,2011001130594,0,3,<=40000,1
631,301,2011001135730,0,2,<=40000,1
632,301,2011001136079,0,2,<=40000,2
633,301,2011001136862,0,1,<=40000,1
634,301,2011001142913,0,2,<=40000,2
635,301,2011001148996,0,2,40000+,2
636,301,2011001164348,0,1,<=40000,1
637,301,2011001167189,0,1,40000+,1
638,301,2011001172429,0,1,<=40000,1
639,301,2011001175119,0,2,<=40000,2
640,301,2011001177373,0,1,<=40000,1
641,301,2011001191342,0,2,<=40000,1
642,301,2011001193354,0,1,<=40000,1
643,301,2011001193892,0,4+,<=40000,3
644,301,2011001198370,0,2,40000+,2
645,301,2011001199426,0,4+,40000+,3
646,301,2011001203063,0,1,40000+,1
647,301,2011001204948,0,4+,40000+,0
648,301,2011001204948,1,4+,40000+,1
649,301,2011001204948,2,4+,<=40000,3
650,301,2011001204948,3,4+,40000+,3
651,301,2011001207152,0,1,40000+,1
652,301,2011001214890,0,1,<=40000,2
653,301,2011001214890,1,1,<=40000,0
654,301,2011001218727,0,1,40000+,1
655,301,2011001219861,0,1,<=40000,1
656,301,2011001221460,0,2,40000+,3
657,301,2011001223105,0,1,<=40000,1
658,301,2011001223521,0,2,40000+,2
659,301,2011001228315,0,2,40000+,1
660,301,2011001231745,0,3,<=40000,2
661,301,2011001243673,0,2,40000+,1
662,301,2011001246298,0,4+,40000+,3
663,301,2011001247024,0,4+,<=40000,3
664,301,2011001260654,0,4+,40000+,2
665,301,2011001261627,0,2,<=40000,2
666,301,2011001262040,0,2,40000+,0
667,301,2011001262040,1,2,<=40000,2
668,301,2011001269337,0,2,40000+,2
669,301,2011001275397,0,2,40000+,1
670,301,2011001279812,0,2,<=40000,1
671,301,2011001284835,0,1,<=40000,1
