,tract,serial_number,repeat_index,num_people,household_income,num_vehicles
279,200,567979,0,4+,40000+,2
280,200,568266,0,4+,<=40000,0
281,200,569416,0,3,40000+,1
282,200,571064,0,2,<=40000,2
283,200,571949,0,2,40000+,2
284,200,572846,0,1,<=40000,1
285,200,575610,0,1,40000+,1
286,200,576216,0,1,<=40000,0
287,200,577348,0,2,<=40000,2
288,200,577993,0,2,<=40000,2
289,200,580954,0,1,<=40000,1
290,200,581665,0,3,40000+,2
291,200,581665,1,3,40000+,3
292,200,582288,0,4+,<=40000,2
293,200,585138,0,2,40000+,2
294,200,585958,0,3,40000+,1
295,200,586040,0,2,<=40000,2
296,200,590561,0,4+,<=40000,2
297,200,592296,0,2,<=40000,1
298,200,595888,0,1,<=40000,0
299,200,595888,1,1,40000+,0
300,200,600931,0,2,40000+,1
301,200,604944,0,1,<=40000,1
302,200,604944,1,1,<=40000,0
303,200,609413,0,1,<=40000,1
304,200,609413,1,1,40000+,1
305,200,618400,0,1,<=40000,1
306,200,621633,0,2,40000+,2
307,200,622615,0,2,40000+,2
308,200,625421,0,3,40000+,1
309,200,626355,0,2,40000+,3
310,200,627207,0,3,40000+,1
311,200,627889,0,3,40000+,2
312,200,627889,1,3,40000+,1
313,200,627889,2,3,40000+,4
314,200,630270,0,3,40000+,2
315,200,634583,0,2,40000+,2
316,200,638899,0,3,40000+,3
317,200,641682,0,1,<=40000,0
318,200,641682,1,1,<=40000,1
319,200,643356,0,1,<=40000,0
320,200,643526,0,2,40000+,3
321,200,645776,0,3,40000+,3
322,200,647477,0,2,40000+,2
323,200,649910,0,1,<=40000,0
324,200,650930,0,2,40000+,2
325,200,651958,0,1,<=40000,1
326,200,654382,0,1,40000+,1
327,200,655378,0,3,<=40000,3
328,200,662156,0,1,<=40000,1
329,200,672208,0,3,40000+,2
330,200,673885,0,1,40000+,0
331,200,673885,1,1,40000+,1
332,200,673885,2,1,<=40000,1
333,200,674277,0,2,<=40000,1
334,200,678313,0,2,40000+,2
335,200,680269,0,1,<=40000,1
336,200,685182,0,2,40000+,1
337,200,686447,0,1,<=40000,1
338,200,686596,0,1,<=40000,1
339,200,686596,1,1,<=40000,1
340,200,691151,0,1,40000+,1
341,200,693789,0,2,<=40000,2
342,200,693789,1,2,40000+,1
343,200,700425,0,1,<=40000,0
344,200,702984,0,3,40000+,2
345,200,702984,1,3,40000+,1
346,200,702984,2,3,40000+,2
347,200,711276,0,1,<=40000,0
348,200,711276,1,1,<=40000,1
349,200,712804,0,1,<=40000,1
350,200,716494,0,1,<=40000,1
351,200,716494,1,1,<=40000,0
352,200,716494,2,1,<=40000,1
353,200,717053,0,4+,40000+,2
354,200,720050,0,4+,40000+,3
355,200,720392,0,1,40000+,1
356,200,720392,1,1,<=40000,1
357,200,720490,0,1,40000+,1
358,200,720750,0,2,<=40000,2
359,200,726104,0,1,<=40000,1
360,200,727108,0,1,<=40000,1
361,200,728031,0,2,40000+,1
362,200,730656,0,2,<=40000,2
363,200,730745,0,1,<=40000,1
364,200,730782,0,1,<=40000,1
365,200,730782,1,1,<=40000,1
366,200,730782,2,1,<=40000,2
367,200,730782,3,1,40000+,0
368,200,731820,0,3,40000+,2
369,200,734586,0,2,<=40000,2
370,200,737848,0,4+,<=40000,4
371,200,739654,0,2,40000+,1
372,200,741507,0,2,40000+,2
373,200,747542,0,1,<=40000,1
374,200,748056,0,3,40000+,3
375,200,748880,0,2,<=40000,2
376,200,750449,0,2,40000+,1
377,200,750449,1,2,40000+,2
378,200,754772,0,1,40000+,0
379,200,754772,1,1,40000+,0
380,200,754772,2,1,40000+,1
381,200,754772,3,1,<=40000,1
382,200,754772,4,1,<=40000,0
383,200,756063,0,2,40000+,1
384,200,758359,0,1,40000+,1
385,200,760827,0,1,<=40000,1
386,200,760827,1,1,40000+,0
387,200,763699,0,1,<=40000,1
388,200,763699,1,1,<=40000,1
389,200,766382,0,1,<=40000,1
390,200,770229,0,4+,40000+,1
391,200,773286,0,4+,40000+,2
392,200,773286,1,4+,40000+,0
393,200,775278,0,2,40000+,2
394,200,776577,0,1,40000+,0
395,200,778169,0,2,<=40000,2
396,200,778169,1,2,40000+,2
397,200,784450,0,1,<=40000,1
398,200,784450,1,1,<=40000,0
399,200,784598,0,1,<=40000,0
400,200,784598,1,1,<=40000,1
401,200,784598,2,1,40000+,0
402,200,789004,0,2,40000+,2
403,200,794133,0,4+,40000+,2
404,200,794770,0,4+,<=40000,1
405,200,798822,0,1,40000+,1
406,200,803235,0,2,<=40000,1
407,200,804295,0,1,<=40000,0
408,200,804295,1,1,<=40000,0
409,200,804567,0,2,40000+,2
410,200,804567,1,2,<=40000,2
411,200,804567,2,2,<=40000,2
412,200,804567,3,2,<=40000,2
413,200,809094,0,2,40000+,2
414,200,812245,0,1,<=40000,1
415,200,812245,1,1,<=40000,1
416,200,812245,2,1,<=40000,1
417,200,812245,3,1,<=40000,1
418,200,822238,0,4+,40000+,1
419,200,822238,1,4+,40000+,3
420,200,827113,0,4+,40000+,2
421,200,827113,1,4+,40000+,3
422,200,829252,0,1,<=40000,1
423,200,835234,0,2,40000+,2
424,200,838073,0,2,40000+,3
425,200,840625,0,2,40000+,1
426,200,841444,0,2,<=40000,2
427,200,843122,0,2,40000+,1
428,200,844751,0,2,40000+,2
429,200,846895,0,3,40000+,1
430,200,846959,0,2,40000+,1
431,200,850080,0,2,<=40000,2
432,200,852083,0,2,40000+,2
433,200,852231,0,1,<=40000,2
434,200,852259,0,2,40000+,1
435,200,856109,0,3,40000+,3
436,200,856109,1,3,<=40000,3
437,200,856109,2,3,40000+,1
438,200,858583,0,4+,40000+,2
439,200,863536,0,4+,<=40000,4
440,200,869885,0,2,40000+,1
441,200,869885,1,2,40000+,2
442,200,869885,2,2,<=40000,0
443,200,870701,0,2,<=40000,1
444,200,870701,1,2,<=40000,4
445,200,876498,0,2,40000+,2
446,200,876846,0,2,40000+,3
447,200,879306,0,4+,<=40000,4
448,200,885590,0,1,<=40000,1
449,200,886256,0,4+,40000+,1
450,200,887499,0,2,40000+,1
451,200,891921,0,3,<=40000,2
452,200,891921,1,3,<=40000,2
453,200,891921,2,3,40000+,1
454,200,891921,3,3,40000+,2
455,200,892762,0,1,40000+,1
456,200,895237,0,1,<=40000,1
457,200,895237,1,1,<=40000,1
458,200,895237,2,1,<=40000,1
459,200,898596,0,3,40000+,2
460,200,898596,1,3,40000+,1
461,200,906060,0,2,40000+,2
462,200,909506,0,2,40000+,1
463,200,914859,0,2,40000+,1
464,200,916993,0,4+,40000+,0
465,200,925049,0,2,<=40000,1
466,200,925049,1,2,40000+,2
467,200,925469,0,1,<=40000,2
468,200,926244,0,2,40000+,2
469,200,929605,0,2,40000+,2
470,200,930020,0,2,40000+,0
471,200,930617,0,4+,<=40000,1
472,200,932199,0,1,<=40000,1
473,200,932199,1,1,40000+,2
474,200,932199,2,1,40000+,1
475,200,932199,3,1,40000+,1
476,200,940440,0,3,40000+,2
477,200,940440,1,3,<=40000,3
478,200,942180,0,2,<=40000,2
479,200,946557,0,2,40000+,2
480,200,947568,0,1,<=40000,1
481,200,950933,0,2,40000+,2
482,200,956652,0,2,40000+,2
483,200,957171,0,2,40000+,2
484,200,962358,0,2,40000+,2
485,200,962358,1,2,40000+,2
486,200,962358,2,2,<=40000,3
487,200,968700,0,2,40000+,2
488,200,969082,0,2,40000+,2
489,200,969788,0,2,40000+,1
490,200,972076,0,2,40000+,1
491,200,972306,0,3,<=40000,0
492,200,974467,0,1,<=40000,1
493,200,975733,0,2,40000+,2
494,200,978077,0,2,40000+,2
495,200,979292,0,2,40000+,3
496,200,984989,0,2,<=40000,2
497,200,986487,0,2,40000+,2
498,200,989122,0,2,40000+,2
499,200,989636,0,2,40000+,1
500,200,990026,0,1,<=40000,1
501,200,991060,0,2,40000+,1
502,200,991799,0,2,<=40000,2
503,200,998283,0,2,40000+,2
504,200,1004814,0,2,<=40000,3
505,200,1010897,0,2,<=40000,3
506,200,1016758,0,2,<=40000,1
507,200,1026456,0,2,40000+,2
508,200,1026456,1,2,40000+,2
509,200,1026456,2,2,40000+,2
510,200,1026456,3,2,40000+,1
511,200,1034496,0,3,40000+,2
512,200,1034496,1,3,40000+,3
513,200,1034496,2,3,40000+,0
514,200,1036672,0,1,<=40000,1
515,200,1036690,0,3,<=40000,2
516,200,1039541,0,2,40000+,3
517,200,1039881,0,2,<=40000,2
518,200,1039881,1,2,40000+,2
519,200,1042132,0,2,<=40000,0
520,200,1043513,0,2,40000+,2
521,200,1043513,1,2,40000+,1
522,200,1043633,0,3,40000+,2
523,200,1043633,1,3,40000+,4
524,200,1050446,0,1,40000+,1
525,200,1055351,0,1,40000+,1
526,200,1055351,1,1,40000+,1
527,200,1057416,0,2,<=40000,1
528,200,1058006,0,1,<=40000,0
529,200,1058006,1,1,<=40000,1
530,200,1061653,0,2,40000+,2
531,200,1066391,0,3,40000+,3
532,200,1071733,0,1,<=40000,1
533,200,1071817,0,3,<=40000,3
534,200,1074104,0,2,<=40000,2
535,200,1074155,0,1,40000+,1
536,200,1077615,0,3,40000+,1
537,200,1079181,0,4+,<=40000,3
538,200,1079871,0,2,<=40000,2
539,200,1084836,0,1,<=40000,1
540,200,1087359,0,3,<=40000,4
541,200,1092578,0,1,<=40000,1
542,200,1094990,0,1,40000+,1
543,200,1101204,0,2,40000+,2
544,200,1101204,1,2,40000+,2
545,200,1107206,0,3,40000+,0
546,200,1107671,0,2,40000+,2
547,200,1112346,0,2,40000+,2
548,200,1119601,0,2,40000+,1
549,200,1127781,0,2,<=40000,2
550,200,1130537,0,2,<=40000,2
551,200,1130537,1,2,40000+,2
552,200,1138454,0,2,40000+,1
553,200,1138599,0,2,40000+,2
554,200,1142919,0,2,40000+,2
555,200,1147292,0,4+,<=40000,3
556,200,1147292,1,4+,40000+,3
557,200,1151137,0,1,<=40000,1
558,200,1154969,0,1,<=40000,1
559,200,1155732,0,2,40000+,1
560,200,1158922,0,1,40000+,1
561,200,1160311,0,2,40000+,2
562,200,1166996,0,2,<=40000,0
563,200,1167490,0,1,<=40000,1
564,200,1168833,0,2,40000+,2
565,200,1172705,0,3,<=40000,2
566,200,1175561,0,3,<=40000,3
567,200,1181921,0,3,40000+,1
568,200,1184320,0,1,40000+,1
569,200,1184320,1,1,<=40000,1
570,200,1184516,0,3,40000+,4
571,200,1184542,0,1,<=40000,1
572,200,1186217,0,1,40000+,0
573,200,1189252,0,2,<=40000,2
574,200,1189600,0,1,<=40000,0
575,200,1190314,0,1,40000+,1
576,200,1190314,1,1,<=40000,1
577,200,1190314,2,1,<=40000,1
578,200,1190314,3,1,<=40000,0
579,200,1192748,0,1,<=40000,2
580,200,1192748,1,1,<=40000,1
581,200,1194327,0,3,40000+,1
582,200,1194327,1,3,40000+,1
583,200,1206954,0,1,40000+,0
584,200,1207355,0,2,40000+,3
585,200,1208128,0,2,40000+,2
586,200,1210421,0,1,<=40000,2
587,200,1212121,0,2,40000+,1
588,200,1215363,0,4+,<=40000,2
589,200,1216112,0,1,40000+,0
590,200,1216112,1,1,<=40000,0
591,200,1216112,2,1,40000+,0
592,200,1216112,3,1,<=40000,1
593,200,1216112,4,1,<=40000,0
594,200,1220147,0,3,40000+,2
595,200,1220614,0,1,<=40000,0
596,200,1232063,0,1,<=40000,1
597,200,1237734,0,4+,40000+,1
598,200,1237853,0,1,<=40000,1
599,200,1245855,0,2,40000+,0
600,200,1246903,0,2,40000+,3
601,200,1247081,0,2,40000+,1
602,200,1248773,0,2,40000+,1
603,200,1249104,0,4+,<=40000,1
604,200,1252011,0,2,<=40000,2
605,200,1254392,0,2,40000+,2
606,200,1254394,0,3,40000+,1
607,200,1260368,0,1,40000+,1
608,200,1264972,0,2,<=40000,2
609,200,1265577,0,1,<=40000,1
610,200,1268540,0,1,40000+,0
611,200,1268788,0,1,<=40000,1
612,200,1268811,0,2,<=40000,2
613,200,1269377,0,2,<=40000,2
614,200,1271369,0,1,<=40000,1
615,200,1271976,0,1,<=40000,0
616,200,1280559,0,1,<=40000,1
617,200,1281782,0,4+,<=40000,2
618,200,1281782,1,4+,<=40000,2
619,200,1294166,0,1,40000+,0
620,200,1294862,0,2,40000+,3
621,200,1298434,0,1,40000+,1
622,200,1298434,1,1,<=40000,0
623,200,1298470,0,2,40000+,2
624,200,1301590,0,1,<=40000,1
625,200,1301590,1,1,<=40000,1
626,200,1301590,2,1,<=40000,0
627,200,1301590,3,1,<=40000,1
628,200,1301590,4,1,<=40000,1
629,200,1301590,5,1,<=40000,0
630,200,1310209,0,2,40000+,2
631,200,1315207,0,2,40000+,2
632,200,1315992,0,1,40000+,0
633,200,1316750,0,1,<=40000,1
634,200,1316750,1,1,<=40000,0
635,200,1316750,2,1,<=40000,0
636,200,1318005,0,3,40000+,2
637,200,1323032,0,2,40000+,2
638,200,1323032,1,2,40000+,1
639,200,1323032,2,2,<=40000,1
640,200,1325114,0,2,<=40000,2
641,200,1326455,0,1,<=40000,0
642,200,1327039,0,4+,<=40000,2
643,200,1329836,0,2,<=40000,1
644,200,1331991,0,1,<=40000,1
645,200,1336504,0,3,40000+,3
646,200,1338186,0,1,40000+,0
647,200,1338599,0,1,<=40000,0
648,200,1339932,0,2,40000+,4
649,200,1339932,1,2,40000+,0
650,200,1344126,0,3,40000+,3
651,200,1352024,0,2,40000+,1
652,200,1354185,0,2,40000+,1
653,200,1354185,1,2,40000+,2
654,200,1354185,2,2,40000+,2
655,200,1355366,0,2,<=40000,1
656,200,1355662,0,1,<=40000,1
657,200,1355662,1,1,40000+,1
658,200,1357504,0,4+,40000+,4
659,200,1359384,0,1,<=40000,0
660,200,1361454,0,2,<=40000,0
661,200,1361961,0,2,<=40000,1
662,200,1363431,0,2,40000+,1
663,200,1365345,0,1,<=40000,0
664,200,1365345,1,1,40000+,0
665,200,1368502,0,1,40000+,1
666,200,1368502,1,1,40000+,1
667,200,1369045,0,2,<=40000,2
668,200,1371539,0,4+,<=40000,2
669,200,1378043,0,3,40000+,2
670,200,1378043,1,3,40000+,4
671,200,1382073,0,1,40000+,1
672,200,1390796,0,1,<=40000,0
673,200,1390796,1,1,<=40000,1
674,200,1393421,0,2,40000+,0
675,200,1398507,0,3,40000+,0
676,200,1401631,0,2,40000+,2
677,200,1402672,0,2,40000+,2
678,200,1404578,0,4+,40000+,3
679,200,1405032,0,3,<=40000,0
680,200,1406546,0,3,<=40000,2
681,200,1410148,0,2,<=40000,1
682,200,1415937,0,2,<=40000,1
683,200,1417106,0,1,<=40000,1
684,200,1421176,0,1,<=40000,1
685,200,1424622,0,1,<=40000,2
686,200,1424882,0,2,40000+,2
687,200,1426595,0,2,40000+,2
688,200,1427815,0,2,40000+,2
689,200,1428474,0,3,40000+,2
690,200,1429943,0,1,40000+,1
691,200,1429943,1,1,40000+,0
692,200,1432553,0,1,<=40000,2
693,200,1432553,1,1,<=40000,1
694,200,1434440,0,2,40000+,2
695,200,1435869,0,4+,<=40000,5
696,200,1436950,0,1,<=40000,0
697,200,1441227,0,2,<=40000,0
698,200,1444419,0,1,<=40000,1
699,200,1445529,0,2,40000+,2
700,200,1445571,0,2,40000+,1
701,200,1445945,0,1,<=40000,0
702,200,1448427,0,1,<=40000,2
703,200,1453550,0,1,<=40000,1
704,200,1456514,0,3,40000+,2
705,200,1459604,0,2,<=40000,2
706,200,1463384,0,3,40000+,2
707,200,1463830,0,1,40000+,1
708,200,1465279,0,2,<=40000,2
709,200,1467319,0,2,<=40000,2
710,200,1467830,0,3,<=40000,3
711,200,1468144,0,2,40000+,2
712,200,1472178,0,2,40000+,1
713,200,1477278,0,1,40000+,1
714,200,1479482,0,4+,40000+,2
715,200,1482553,0,1,<=40000,2
716,200,1486115,0,2,40000+,2
717,200,1490010,0,3,<=40000,0
718,200,1491529,0,3,40000+,2
719,200,1497201,0,1,<=40000,1
720,301,4160,0,2,<=40000,2
721,301,5127,0,2,40000+,2
722,301,5127,1,2,<=40000,2
723,301,6361,0,3,40000+,2
724,301,6361,1,3,40000+,2
725,301,9650,0,3,40000+,1
726,301,9650,1,3,40000+,2
727,301,9650,2,3,<=40000,2
728,301,15101,0,4+,40000+,2
729,301,20106,0,1,<=40000,0
730,301,20106,1,1,<=40000,0
731,301,20106,2,1,<=40000,0
732,301,20106,3,1,<=40000,0
733,301,20106,4,1,40000+,2
734,301,20106,5,1,40000+,1
735,301,20321,0,2,40000+,3
736,301,20976,0,4+,<=40000,1
737,301,20976,1,4+,<=40000,2
738,301,20982,0,1,40000+,0
739,301,21543,0,1,40000+,0
740,301,21543,1,1,<=40000,1
741,301,21543,2,1,<=40000,0
742,301,23099,0,2,40000+,3
743,301,23099,1,2,40000+,3
744,301,26405,0,4+,40000+,0
745,301,27883,0,1,<=40000,1
746,301,33713,0,3,<=40000,1
747,301,33713,1,3,40000+,2
748,301,36288,0,1,<=40000,0
749,301,38051,0,3,40000+,3
750,301,39846,0,3,40000+,3
751,301,39846,1,3,40000+,2
752,301,40211,0,2,40000+,2
753,301,40211,1,2,40000+,1
754,301,40211,2,2,40000+,2
755,301,42106,0,4+,40000+,2
756,301,42106,1,4+,<=40000,1
757,301,42463,0,2,40000+,0
758,301,42463,1,2,40000+,2
759,301,43630,0,4+,<=40000,4
760,301,43630,1,4+,40000+,0
761,301,43630,2,4+,40000+,2
762,301,43630,3,4+,40000+,2
763,301,43630,4,4+,<=40000,3
764,301,43630,5,4+,40000+,2
765,301,43630,6,4+,40000+,0
766,301,43630,7,4+,40000+,1
767,301,43630,8,4+,40000+,1
768,301,43630,9,4+,40000+,3
769,301,43630,10,4+,40000+,2
770,301,43630,11,4+,40000+,2
771,301,44432,0,2,40000+,2
772,301,44432,1,2,<=40000,2
773,301,44432,2,2,40000+,1
774,301,44432,3,2,40000+,2
775,301,44457,0,2,40000+,2
776,301,44457,1,2,40000+,2
777,301,46042,0,4+,40000+,2
778,301,47980,0,3,40000+,0
779,301,47980,1,3,<=40000,3
780,301,48325,0,2,40000+,2
