"","SERIALNO","PUMA","WGTP","NP","VEH","FINCP"
150,2011000201951,2100,0,1,0,0
151,2011000202053,2100,0,1,0,0
152,2011000202813,2100,0,1,0,0
153,2011000203304,2100,14,1,2,99300
154,2011000204073,2100,2,5,0,63300
155,2011000204305,2100,25,1,1,3000
156,2011000204690,2100,0,1,0,0
157,2011000205207,2100,31,3,1,24200
158,2011000205290,2100,3,3,1,22000
159,2011000207887,2100,0,1,0,0
160,2011000208640,2100,21,2,2,73800
161,2011000208828,2100,0,1,0,0
162,2011000209512,2100,31,2,2,98000
163,2011000210553,2100,18,2,1,64010
164,2011000212902,2100,3,1,1,45000
165,2011000215450,2100,20,1,1,25400
166,2011000217408,2100,0,1,0,0
167,2011000217890,2100,27,2,2,7530
168,2011000218476,2100,0,1,0,0
169,2011000220609,2100,62,2,1,65000
170,2011000222629,2100,66,2,2,29000
171,2011000226087,2100,13,4,3,123600
172,2011000227748,2100,4,1,1,47800
173,2011000227965,2100,0,1,0,0
174,2011000228199,2100,0,1,0,0
175,2011000230570,2100,12,4,3,78000
176,2011000231896,2100,7,2,2,62800
177,2011000235215,2100,19,1,1,21500
178,2011000235810,2100,11,5,2,24000
179,2011000235907,2100,35,0,0,0
180,2011000241129,2100,17,1,1,48000
181,2011000241870,2100,24,1,0,2900
182,2011000243335,2100,23,1,1,54500
183,2011000243554,2100,5,1,1,13700
184,2011000244312,2100,0,1,0,0
185,2011000247004,2100,8,4,2,43800
186,2011000247591,2100,0,1,0,0
187,2011000250689,2100,18,2,1,30000
188,2011000251367,2100,22,1,1,36500
189,2011000251787,2100,17,2,2,20000
190,2011000251870,2100,16,2,1,18900
191,2011000252154,2100,0,1,0,0
192,2011000253052,2100,21,1,0,8100
193,2011000254000,2100,17,1,0,3500
194,2011000256509,2100,14,3,3,231000
195,2011000256510,2100,2,1,2,14200
196,2011000258417,2100,20,1,0,43000
197,2011000260884,2100,12,1,1,73000
198,2011000262754,2100,15,1,1,59000
199,2011000263789,2100,13,1,1,119500
200,2011000264097,2100,0,1,0,0
201,2011000267332,2100,11,1,0,9600
202,2011000271989,2100,25,0,0,0
203,2011000272031,2100,0,1,0,0
204,2011000272704,2100,35,1,1,20400
205,2011000273408,2100,4,2,4,63000
206,2011000274083,2100,29,0,0,0
207,2011000275009,2100,0,1,0,0
208,2011000275055,2100,39,2,2,45000
209,2011000276055,2100,27,1,3,36200
210,2011000278301,2100,18,2,1,20600
211,2011000278571,2100,18,5,2,67001
212,2011000280235,2100,5,3,3,84000
213,2011000281239,2100,12,3,3,88020
214,2011000281352,2100,9,2,2,120000
215,2011000283505,2100,22,3,2,43300
216,2011000284040,2100,3,2,1,39500
217,2011000284727,2100,13,4,3,194000
218,2011000284971,2100,4,2,3,30000
219,2011000287761,2100,13,4,2,64000
220,2011000288001,2100,6,5,2,60000
221,2011000290930,2100,9,2,1,14000
222,2011000291899,2100,14,3,2,172000
223,2011000292835,2100,19,3,2,107400
224,2011000294489,2100,4,2,1,23400
225,2011000294711,2100,5,2,2,15000
226,2011000295000,2100,20,1,2,0
227,2011000295450,2100,27,2,2,86340
228,2011000296628,2100,23,1,0,25500
229,2011000298306,2100,3,3,3,172000
230,2011000298551,2100,20,3,2,96054
231,2011000299214,2100,21,1,1,40010
232,2011000300335,2100,12,1,1,22000
233,2011000300653,2100,17,2,2,13000
234,2011000306956,2100,14,1,1,48700
235,2011000307775,2100,22,1,1,171600
236,2011000309019,2100,21,2,2,164000
237,2011000310164,2100,4,2,2,35600
238,2011000312979,2100,17,3,1,26400
239,2011000315176,2100,55,0,0,0
240,2011000315272,2100,0,1,0,0
241,2011000318191,2100,8,5,2,90500
242,2011000318625,2100,13,2,2,143600
243,2011000318663,2100,6,2,1,42000
244,2011000318689,2100,20,1,1,70000
245,2011000320056,2100,0,1,0,0
246,2011000321936,2100,16,1,1,9000
247,2011000322710,2100,2,2,3,49500
248,2011000324359,2100,4,2,4,36000
249,2011000325690,2100,0,1,0,0
250,2011000325882,2100,31,1,1,63000
251,2011000326404,2100,13,5,2,61000
252,2011000331718,2100,23,1,0,0
253,2011000332766,2100,18,1,1,8100
254,2011000333301,2100,0,1,0,0
255,2011000334399,2100,0,1,0,0
256,2011000334746,2100,3,1,3,46000
257,2011000336685,2100,3,2,2,20400
258,2011000339435,2100,12,2,4,90000
259,2011000339820,2100,56,2,1,2000
260,2011000340088,2100,5,2,2,75280
261,2011000340238,2100,54,1,1,16000
262,2011000342806,2100,12,2,2,123300
263,2011000342953,2100,72,2,2,15000
264,2011000344420,2100,27,1,0,65400
265,2011000345262,2100,64,1,1,60000
266,2011000345406,2100,11,1,1,36000
267,2011000345583,2100,23,1,1,8300
268,2011000346726,2100,0,1,0,0
269,2011000348233,2100,26,1,0,19300
270,2011000351186,2100,14,1,1,0
271,2011000352401,2100,0,1,0,0
272,2011000352930,2100,0,1,0,0
273,2011000353423,2100,0,1,0,0
274,2011000354981,2100,12,2,2,114800
275,2011000355207,2100,17,4,4,131250
276,2011000356572,2100,62,3,2,33000
277,2011000356998,2100,0,1,0,0
278,2011000358427,2100,0,1,0,0
279,2011000360797,2100,27,4,2,203000
280,2011000363054,2100,6,4,4,120600
281,2011000364511,2100,13,1,1,43020
282,2011000364837,2100,0,1,0,0
283,2011000365617,2100,41,3,1,48500
284,2011000365995,2100,23,1,1,2500
285,2011000367062,2100,13,4,2,75000
286,2011000368149,2100,6,1,1,23000
287,2011000370385,2100,0,1,0,0
288,2011000371059,2100,5,2,1,36300
289,2011000371818,2100,12,2,2,48700
290,2011000372297,2100,0,1,0,0
291,2011000377452,2100,5,2,2,59000
292,2011000377760,2100,4,3,3,33600
293,2011000378405,2100,16,0,0,0
294,2011000381707,2100,111,3,2,28000
295,2011000382546,2100,0,1,0,0
296,2011000382725,2100,13,2,2,454000
297,2011000383486,2100,12,6,3,105400
298,2011000385708,2100,3,3,2,161000
299,2011000388072,2100,0,1,0,0
300,2011000391643,2100,2,2,3,30300
301,2011000392255,2100,0,1,0,0
302,2011000392643,2100,28,0,0,0
303,2011000394685,2100,31,1,0,8400
304,2011000395381,2100,19,2,2,50000
305,2011000396267,2100,3,2,1,152400
306,2011000396786,2100,4,1,1,24400
307,2011000399613,2100,7,2,2,101900
308,2011000401039,2100,17,2,2,53600
309,2011000401083,2100,55,0,0,0
310,2011000401498,2100,0,1,0,0
311,2011000402859,2100,0,1,0,0
312,2011000404651,2100,0,1,0,0
313,2011000404774,2100,14,2,2,65000
314,2011000405756,2100,24,1,1,65400
315,2011000410423,2100,25,1,2,53000
316,2011000410608,2100,21,1,1,27000
317,2011000411929,2100,6,2,2,97000
318,2011000413157,2100,0,1,0,0
319,2011000413753,2100,0,1,0,0
320,2011000414052,2100,6,6,4,81680
321,2011000414315,2100,6,4,3,44000
322,2011000416545,2100,0,1,0,0
323,2011000417413,2100,0,1,0,0
324,2011000418440,2100,10,2,2,64750
325,2011000419329,2100,0,1,0,0
326,2011000419843,2100,0,1,0,0
327,2011000423268,2100,18,1,2,55700
328,2011000424268,2100,31,1,1,83000
329,2011000425658,2100,3,3,5,175000
330,2011000427382,2100,6,1,1,80
331,2011000427477,2100,16,4,4,43000
332,2011000429346,2100,41,0,0,0
333,2011000431883,2100,44,4,0,52200
334,2011000432856,2100,4,3,2,40000
335,2011000434699,2100,6,4,4,68200
336,2011000434794,2100,5,2,3,135000
337,2011000437374,2100,22,3,2,70000
338,2011000437518,2100,15,4,2,96000
339,2011000437557,2100,0,1,0,0
340,2011000437745,2100,71,0,0,0
341,2011000443335,2100,5,4,2,52000
342,2011000443740,2100,27,2,2,39000
343,2011000445964,2100,23,1,1,0
344,2011000446157,2100,33,0,0,0
345,2011000447304,2100,13,3,1,24000
346,2011000449938,2100,28,1,0,1000
347,2011000450006,2100,0,1,0,0
348,2011000453138,2100,2,1,2,25000
349,2011000453711,2100,2,2,2,75000
350,2011000455891,2100,0,1,0,0
351,2011000456131,2100,3,1,1,32000
352,2011000456800,2100,3,1,1,15400
353,2011000457744,2100,70,4,1,6800
354,2011000458887,2100,21,2,1,62000
355,2011000459112,2100,14,2,2,68000
356,2011000460006,2100,0,1,0,0
357,2011000461045,2100,25,1,1,22800
358,2011000462163,2100,10,2,2,45000
359,2011000463996,2100,52,0,0,0
360,2011000466380,2100,28,2,2,91000
361,2011000466913,2100,24,5,1,6100
362,2011000467313,2100,21,3,3,63660
363,2011000467976,2100,17,5,3,135440
364,2011000468217,2100,14,2,2,62500
365,2011000468392,2100,17,2,2,12000
366,2011000470426,2100,75,3,1,0
367,2011000471393,2100,0,1,0,0
368,2011000471429,2100,0,1,0,0
369,2011000471723,2100,22,4,2,70200
370,2011000472777,2100,14,4,4,15550
371,2011000474161,2100,0,1,0,0
372,2011000474406,2100,11,1,1,43000
373,2011000475032,2100,30,7,1,27000
374,2011000476641,2100,57,1,0,3000
375,2011000478107,2100,16,3,4,52500
376,2011000479727,2100,18,1,1,85000
377,2011000482102,2100,12,2,2,385600
378,2011000482366,2100,0,1,0,0
379,2011000483576,2100,18,2,2,26000
380,2011000487906,2100,0,1,0,0
381,2011000488148,2100,63,4,2,53000
382,2011000488740,2100,4,2,2,67600
383,2011000489854,2100,68,1,2,50000
384,2011000492241,2100,78,0,0,0
385,2011000493705,2100,0,1,0,0
386,2011000494350,2100,19,1,2,28000
387,2011000494387,2100,20,1,0,10100
388,2011000494506,2100,2,3,3,21400
389,2011000495626,2100,5,2,2,33000
390,2011000495780,2100,8,2,2,28800
391,2011000496558,2100,5,3,3,56400
392,2011000496817,2100,15,4,2,278000
393,2011000500050,2100,0,1,0,0
394,2011000501587,2100,35,1,1,145300
395,2011000503213,2100,0,1,0,0
396,2011000504746,2100,3,5,1,106400
397,2011000506382,2100,67,3,2,17200
398,2011000509195,2100,12,2,2,12000
399,2011000510831,2100,10,2,3,71000
400,2011000512188,2100,0,1,0,0
401,2011000512395,2100,15,1,1,48000
402,2011000513434,2100,13,1,1,26000
403,2011000513708,2100,0,1,0,0
404,2011000514724,2100,20,2,2,88410
405,2011000516345,2100,7,2,1,27000
406,2011000518337,2100,6,1,0,9600
407,2011000519075,2100,78,0,0,0
408,2011000520375,2100,13,0,0,0
409,2011000523039,2100,96,0,0,0
410,2011000523960,2100,94,2,1,18000
411,2011000525060,2100,0,1,0,0
412,2011000527063,2100,25,1,1,12900
413,2011000527209,2100,16,1,0,0
414,2011000528056,2100,12,2,2,30600
415,2011000529524,2100,0,1,0,0
416,2011000529705,2100,7,0,0,0
417,2011000530426,2100,14,2,2,61300
418,2011000530462,2100,9,2,4,88900
419,2011000531452,2100,17,3,2,75000
420,2011000533221,2100,8,1,1,0
421,2011000533578,2100,15,2,2,65200
422,2011000536166,2100,0,1,0,0
423,2011000536508,2100,0,1,0,0
424,2011000539596,2100,14,2,3,65000
425,2011000540856,2100,0,1,0,0
426,2011000541484,2100,0,1,0,0
427,2011000541555,2100,18,4,3,33000
428,2011000543599,2100,0,1,0,0
429,2011000544832,2100,25,3,2,16300
430,2011000547019,2100,23,2,1,55600
431,2011000547807,2100,0,1,0,0
432,2011000548249,2100,56,0,0,0
433,2011000549629,2100,0,1,0,0
434,2011000549995,2100,7,0,0,0
435,2011000550435,2100,0,1,0,0
436,2011000550791,2100,21,3,2,87000
437,2011000553409,2100,10,1,1,36000
438,2011000554855,2100,3,3,2,31000
439,2011000554998,2100,2,2,3,28000
440,2011000555346,2100,22,3,3,161500
441,2011000555895,2100,26,3,2,48000
442,2011000558531,2100,16,2,2,114250
443,2011000560315,2100,13,0,0,0
444,2011000562575,2100,6,4,3,110400
445,2011000563408,2100,12,1,2,55000
446,2011000568385,2100,18,5,4,198000
447,2011000571156,2100,82,2,1,24800
448,2011000571353,2100,0,1,0,0
449,2011000574728,2100,11,5,2,154000
450,2011000577103,2100,73,2,2,145320
451,2011000577374,2100,0,1,0,0
452,2011000579413,2100,30,2,2,24700
453,2011000579540,2100,0,1,0,0
454,2011000581116,2100,13,1,0,15200
455,2011000581738,2100,0,1,0,0
456,2011000583228,2100,70,4,1,29300
457,2011000583521,2100,0,1,0,0
458,2011000584729,2100,4,2,2,70700
459,2011000584743,2100,9,2,2,34600
460,2011000585372,2100,14,1,1,5000
461,2011000587507,2100,22,2,1,43000
462,2011000588287,2100,19,5,2,2e+05
463,2011000588373,2100,30,3,3,21940
464,2011000590285,2100,21,2,2,261400
465,2011000590577,2100,6,0,0,0
466,2011000591029,2100,20,2,2,153000
467,2011000593730,2100,6,2,4,97400
468,2011000594577,2100,19,2,2,70000
469,2011000595181,2100,2,2,2,110000
470,2011000598358,2100,63,2,0,20000
471,2011000599090,2100,19,1,2,6700
472,2011000605281,2100,16,2,2,47140
473,2011000605764,2100,14,2,3,43500
474,2011000606300,2100,12,3,4,176790
475,2011000607503,2100,21,3,3,97500
476,2011000607730,2100,4,3,5,69000
477,2011000609566,2100,25,3,1,6300
478,2011000610035,2100,12,2,2,27300
479,2011000610536,2100,92,4,3,70000
480,2011000611724,2100,2,2,2,103000
481,2011000612321,2100,31,2,2,57600
482,2011000612838,2100,34,1,1,20400
483,2011000613572,2100,3,2,1,42800
484,2011000614508,2100,12,1,1,20000
485,2011000616706,2100,27,6,3,93000
486,2011000618132,2100,21,2,2,136100
487,2011000619327,2100,21,2,1,55800
488,2011000620275,2100,0,1,0,0
489,2011000620462,2100,11,4,3,402000
490,2011000621604,2100,17,1,1,12600
491,2011000622335,2100,3,2,2,27600
492,2011000625494,2100,0,1,0,0
493,2011000625517,2100,0,1,0,0
494,2011000626190,2100,0,1,0,0
495,2011000627556,2100,0,1,0,0
496,2011000628044,2100,0,1,0,0
497,2011000629565,2100,4,6,4,94000
498,2011000629593,2100,57,1,0,22800
499,2011000632313,2100,20,3,4,38200
500,2011000633346,2100,45,2,1,5500
501,2011000633934,2100,8,1,1,20000
502,2011000634625,2100,28,2,2,35000
503,2011000634959,2100,0,1,0,0
504,2011000635188,2100,0,1,0,0
505,2011000635369,2100,15,5,2,98730
506,2011000636436,2100,7,2,3,87300
507,2011000638243,2100,22,3,1,9000
508,2011000639317,2100,17,2,1,130000
509,2011000639342,2100,0,1,0,0
510,2011000643619,2100,0,1,0,0
511,2011000644334,2100,14,1,1,88800
512,2011000644501,2100,0,1,0,0
513,2011000648042,2100,60,2,0,31100
514,2011000648197,2100,0,1,0,0
515,2011000649431,2100,10,1,1,42000
516,2011000649643,2100,14,2,2,117000
517,2011000652209,2100,10,4,2,124000
518,2011000652937,2100,86,1,1,30000
519,2011000656564,2100,0,1,0,0
520,2011000657273,2100,18,2,3,95000
521,2011000658171,2100,4,2,2,58600
522,2011000658636,2100,6,3,3,27240
523,2011000660495,2100,10,1,1,1600
524,2011000661472,2100,23,2,2,35250
525,2011000661766,2100,0,1,0,0
526,2011000664735,2100,3,2,2,19600
527,2011000664817,2100,27,3,3,120000
528,2011000665586,2100,0,1,0,0
529,2011000665940,2100,0,1,0,0
530,2011000667216,2100,18,1,3,850
531,2011000671631,2100,0,1,0,0
532,2011000672275,2100,2,2,2,42000
533,2011000672904,2100,5,1,1,13410
534,2011000675688,2100,24,1,2,30000
535,2011000677285,2100,0,1,0,0
536,2011000679208,2100,12,2,1,17170
537,2011000679809,2100,2,4,4,11800
538,2011000681355,2100,0,1,0,0
539,2011000683266,2100,21,2,1,43200
540,2011000684406,2100,24,4,0,17000
541,2011000686602,2100,20,1,1,0
542,2011000688700,2100,4,2,2,98700
543,2011000688741,2100,61,3,1,9420
544,2011000690054,2100,0,1,0,0
545,2011000690560,2100,36,2,4,58300
546,2011000691163,2100,61,0,0,0
547,2011000694485,2100,0,1,0,0
548,2011000694732,2100,4,2,2,45700
549,2011000695196,2100,14,2,2,41600
550,2011000696670,2100,4,2,2,239000
551,2011000697655,2100,19,2,2,20600
552,2011000697756,2100,14,2,1,41500
553,2011000697906,2100,10,3,3,210000
554,2011000702108,2100,0,1,0,0
555,2011000703371,2100,19,1,6,31200
556,2011000705278,2100,18,2,2,104200
557,2011000705855,2100,6,3,4,107600
558,2011000705997,2100,108,2,1,37600
559,2011000706050,2100,21,1,0,137100
560,2011000706665,2100,25,2,1,6900
561,2011000706942,2100,3,2,2,28800
562,2011000707104,2100,26,0,0,0
563,2011000708389,2100,24,5,2,34500
564,2011000708533,2100,19,1,1,24800
565,2011000711134,2100,13,1,1,23600
566,2011000711499,2100,5,3,3,114000
567,2011000712692,2100,5,1,1,2e+05
568,2011000714158,2100,25,4,2,89300
569,2011000715084,2100,20,3,2,100100
570,2011000715174,2100,10,1,0,1300
571,2011000715850,2100,2,4,4,97600
572,2011000716608,2100,0,1,0,0
573,2011000720596,2100,0,1,0,0
574,2011000723449,2100,5,2,2,44000
575,2011000723765,2100,31,1,1,33500
576,2011000729576,2100,0,1,0,0
577,2011000730403,2100,16,4,2,97000
578,2011000731667,2100,0,1,0,0
579,2011000732668,2100,0,1,0,0
580,2011000735377,2100,9,2,0,1000
581,2011000735777,2100,12,2,1,32000
582,2011000737853,2100,18,4,2,39100
583,2011000739137,2100,3,3,2,66000
584,2011000740159,2100,0,1,0,0
585,2011000740363,2100,0,1,0,0
586,2011000743432,2100,0,1,0,0
587,2011000747491,2100,20,2,2,121500
588,2011000747726,2100,5,3,2,55000
589,2011000749139,2100,5,2,2,50000
590,2011000752934,2100,6,2,2,70000
591,2011000754728,2100,10,1,1,30000
592,2011000759741,2100,26,2,2,54000
593,2011000759870,2100,57,4,2,19000
594,2011000761512,2100,0,1,0,0
595,2011000765866,2100,10,2,2,210500
596,2011000766099,2100,0,1,0,0
597,2011000767693,2100,42,2,2,30560
598,2011000768857,2100,28,1,2,20400
599,2011000769193,2100,0,1,0,0
600,2011000773130,2100,0,1,0,0
601,2011000775934,2100,29,4,1,71200
602,2011000776892,2100,8,2,1,12800
603,2011000777679,2100,10,4,2,290200
604,2011000779716,2100,5,3,2,75000
605,2011000779801,2100,0,1,0,0
606,2011000782926,2100,0,1,0,0
607,2011000786086,2100,0,1,0,0
608,2011000787376,2100,0,1,0,0
609,2011000787621,2100,32,4,1,12300
610,2011000787817,2100,46,4,1,80000
611,2011000790508,2100,0,1,0,0
612,2011000791114,2100,56,5,0,4500
613,2011000791509,2100,13,2,3,419000
614,2011000792179,2100,0,1,0,0
615,2011000793512,2100,30,2,1,309000
616,2011000795864,2100,19,1,1,27000
617,2011000796906,2100,4,2,2,104000
618,2011000797927,2100,18,2,2,18000
619,2011000798654,2100,0,1,0,0
620,2011000799212,2100,6,1,1,50000
621,2011000800347,2100,5,2,2,14300
622,2011000800634,2100,0,1,0,0
623,2011000803022,2100,0,1,0,0
624,2011000804540,2100,0,1,0,0
625,2011000805821,2100,0,1,0,0
626,2011000805956,2100,13,3,3,194200
627,2011000806227,2100,0,1,0,0
628,2011000806741,2100,0,1,0,0
629,2011000807310,2100,25,1,1,28600
630,2011000808141,2100,35,1,1,105000
631,2011000809675,2100,19,1,0,22000
632,2011000812555,2100,0,1,0,0
633,2011000814654,2100,31,0,0,0
634,2011000817210,2100,0,1,0,0
635,2011000817581,2100,32,2,1,9600
636,2011000818218,2100,27,2,2,205000
637,2011000818615,2100,0,1,0,0
638,2011000818961,2100,14,2,3,72200
639,2011000821947,2100,6,3,2,40000
640,2011000824388,2100,7,2,2,41200
641,2011000828515,2100,15,2,2,86700
642,2011000828566,2100,15,1,1,20000
643,2011000830666,2100,28,2,2,56690
644,2011000832512,2100,52,3,2,32000
645,2011000833470,2100,6,5,5,91610
646,2011000833613,2100,23,1,1,15000
647,2011000841315,2100,6,2,1,29000
648,2011000841945,2100,22,2,1,2400
649,2011000842662,2100,0,1,0,0
650,2011000843426,2100,14,3,2,145030
651,2011000844054,2100,0,1,0,0
652,2011000845786,2100,24,2,2,114400
653,2011000847501,2100,3,1,1,12000
654,2011000847968,2100,24,2,2,130090
655,2011000847984,2100,21,1,3,47000
656,2011000850488,2100,0,1,0,0
657,2011000851981,2100,20,2,2,33900
658,2011000853568,2100,8,2,2,240000
659,2011000856043,2100,16,3,1,105000
660,2011000857767,2100,19,0,0,0
661,2011000858592,2100,3,4,3,80000
662,2011000859068,2100,0,1,0,0
663,2011000859865,2100,17,1,0,4000
664,2011000861578,2100,6,2,3,53800
665,2011000862844,2100,4,2,4,54700
666,2011000863531,2100,8,2,3,76700
667,2011000863749,2100,0,1,0,0
668,2011000866019,2100,2,5,4,133500
669,2011000867429,2100,8,6,4,70300
670,2011000868888,2100,15,2,2,62000
671,2011000869066,2100,11,2,2,100500
672,2011000871044,2100,12,2,1,106140
673,2011000872132,2100,20,1,1,28300
674,2011000874259,2100,13,2,2,8800
675,2011000874979,2100,18,2,2,52000
676,2011000878008,2100,63,1,1,90000
677,2011000878316,2100,20,2,2,57500
678,2011000881844,2100,19,2,2,138000
679,2011000882551,2100,0,1,0,0
680,2011000883694,2100,40,1,1,41900
681,2011000883964,2100,5,1,1,95010
682,2011000883966,2100,27,2,2,56200
683,2011000887113,2100,16,2,2,36700
684,2011000887822,2100,65,3,3,18800
685,2011000892953,2100,12,2,1,60000
686,2011000894051,2100,6,2,2,116000
687,2011000895040,2100,3,1,2,59000
688,2011000897498,2100,47,2,0,3800
689,2011000898209,2100,23,1,1,19650
690,2011000898916,2100,26,4,2,120000
691,2011000901597,2100,6,1,1,24260
692,2011000902622,2100,17,7,3,109900
693,2011000902726,2100,5,2,2,25500
694,2011000905028,2100,18,1,1,13000
695,2011000905573,2100,0,1,0,0
696,2011000907901,2100,29,1,2,37200
697,2011000908858,2100,31,2,2,57000
698,2011000909355,2100,13,2,2,134030
699,2011000909793,2100,15,3,4,19000
700,2011000910465,2100,11,1,1,58900
701,2011000910788,2100,0,1,0,0
702,2011000912776,2100,12,2,2,31500
703,2011000913162,2100,11,2,2,532200
704,2011000913339,2100,0,1,0,0
705,2011000915248,2100,5,2,2,48000
