"","SERIALNO","PUMA","WGTP","NP","VEH","FINCP"
243,353200,2100,98,1,1,29500
244,353286,2100,56,3,3,53800
245,353998,2100,168,2,2,135204
246,354252,2100,0,1,0,0
247,355003,2100,23,2,2,42700
248,355670,2100,0,1,0,0
249,357497,2100,15,3,5,160100
250,357999,2100,0,1,0,0
251,358623,2100,76,4,2,104700
252,359793,2100,134,5,4,109170
253,360543,2100,382,1,1,35000
254,360869,2100,24,1,1,20000
255,360917,2100,20,3,0,63500
256,363144,2100,0,1,0,0
257,363520,2100,153,4,2,81120
258,363652,2100,23,2,3,101700
259,364669,2100,44,1,4,20000
260,365933,2100,61,2,2,117700
261,366032,2100,70,3,2,25000
262,367122,2100,138,2,2,0
263,367423,2100,100,2,2,61000
264,372621,2100,163,4,5,0
265,376405,2100,22,2,3,60000
266,381196,2100,148,2,1,8010
267,383209,2100,137,1,1,8000
268,383835,2100,128,0,0,0
269,388381,2100,0,1,0,0
270,388808,2100,0,1,0,0
271,391389,2100,0,1,0,0
272,392051,2100,134,1,1,0
273,397081,2100,92,3,2,290600
274,397941,2100,54,1,1,15000
275,399214,2100,84,0,0,0
276,400980,2100,41,3,0,0
277,401647,2100,268,5,2,90000
278,404692,2100,0,1,0,0
279,406273,2100,49,4,0,13100
280,406595,2100,76,2,3,90000
281,408712,2100,68,3,3,19900
282,410034,2100,0,1,0,0
283,411238,2100,121,0,0,0
284,413167,2100,295,1,1,8000
285,414881,2100,213,0,0,0
286,416166,2100,27,2,2,20000
287,419170,2100,25,1,1,31600
288,421506,2100,152,2,1,223600
289,422792,2100,138,2,1,61000
290,423229,2100,287,0,0,0
291,425160,2100,79,4,1,13300
292,427084,2100,0,1,0,0
293,432248,2100,82,1,1,1800
294,432407,2100,108,2,2,50000
295,436589,2100,0,1,0,0
296,437313,2100,0,1,0,0
297,439233,2100,74,2,1,69800
298,441029,2100,19,3,2,65100
299,441313,2100,26,1,1,58600
300,445166,2100,84,1,1,172800
301,446354,2100,63,2,2,107800
302,447827,2100,12,1,1,60000
303,450105,2100,217,4,2,101000
304,451376,2100,132,2,0,31600
305,453888,2100,277,2,2,57000
306,454592,2100,85,2,3,120000
307,457690,2100,98,1,1,39000
308,458908,2100,87,2,1,142100
309,463207,2100,47,2,0,27000
310,464096,2100,0,1,0,0
311,464963,2100,157,3,4,200500
312,465919,2100,0,1,0,0
313,468800,2100,0,1,0,0
314,469497,2100,15,4,0,42000
315,471835,2100,77,1,1,126100
316,474890,2100,128,2,3,161000
317,475529,2100,0,1,0,0
318,475732,2100,0,1,0,0
319,476053,2100,133,3,2,71000
320,476513,2100,83,5,3,75020
321,478596,2100,63,1,2,14950
322,485050,2100,96,7,3,101400
323,486671,2100,27,2,2,91800
324,489495,2100,31,1,2,21600
325,489673,2100,10,2,2,68100
326,490673,2100,152,1,1,0
327,490706,2100,149,2,3,123000
328,493930,2100,231,1,3,30000
329,496216,2100,0,1,0,0
330,496589,2100,87,2,3,144000
331,497447,2100,21,2,2,45000
332,497543,2100,137,2,4,103300
333,499593,2100,107,2,1,70000
334,502086,2100,21,3,3,134000
335,502833,2100,143,1,1,184000
336,503319,2100,77,2,2,131030
337,503840,2100,31,1,2,86000
338,504469,2100,135,3,2,10800
339,505201,2100,71,1,2,21400
340,506802,2100,159,2,0,62200
341,507307,2100,0,1,0,0
342,509064,2100,0,1,0,0
343,509129,2100,121,1,1,8000
344,509479,2100,124,4,2,87000
345,510319,2100,79,2,2,48000
346,512238,2100,254,2,0,23000
347,513251,2100,64,2,2,151720
348,514673,2100,0,1,0,0
349,514910,2100,0,1,0,0
350,515020,2100,77,1,0,0
351,515747,2100,0,1,0,0
352,516133,2100,154,1,1,22600
353,516762,2100,40,1,0,32000
354,518003,2100,0,1,0,0
355,518110,2100,122,5,2,86000
356,519294,2100,13,2,2,58500
357,519592,2100,108,2,2,20000
358,520207,2100,0,1,0,0
359,521800,2100,70,2,1,50000
360,525274,2100,270,2,2,59000
361,527687,2100,57,2,1,80000
362,528415,2100,27,3,2,95000
363,528442,2100,82,4,3,89000
364,531179,2100,86,2,2,51800
365,531588,2100,19,4,3,119200
366,531595,2100,0,1,0,0
367,535887,2100,76,1,0,9500
368,539871,2100,136,2,1,42600
369,540703,2100,0,1,0,0
370,541606,2100,26,1,1,8400
371,543954,2100,58,0,0,0
372,545706,2100,73,3,2,506000
373,545910,2100,85,3,3,126000
374,546231,2100,0,1,0,0
375,546469,2100,359,2,1,0
376,547815,2100,26,2,2,87000
377,548780,2100,115,0,0,0
378,549758,2100,14,1,1,60000
379,550803,2100,24,3,4,47500
380,550832,2100,54,2,1,35000
381,551921,2100,58,3,1,43500
382,553457,2100,91,1,2,40500
383,555403,2100,0,1,0,0
384,557181,2100,0,1,0,0
385,557191,2100,0,1,0,0
386,557449,2100,0,1,0,0
387,558623,2100,0,1,0,0
388,560091,2100,139,3,2,85000
389,563015,2100,142,3,1,72000
390,563718,2100,125,2,2,115300
391,564818,2100,79,2,2,120500
392,566353,2100,102,5,2,48000
393,566489,2100,74,1,1,190
394,567175,2100,29,3,1,35430
395,569745,2100,112,3,3,115550
396,573386,2100,0,1,0,0
397,574278,2100,71,3,3,141200
398,575324,2100,50,2,0,7400
399,575350,2100,17,0,0,0
400,575993,2100,0,1,0,0
401,578577,2100,28,3,2,41800
402,578782,2100,72,1,0,5200
403,579627,2100,64,1,2,16000
404,581259,2100,68,2,2,2e+05
405,582340,2100,115,1,1,40000
406,590384,2100,0,1,0,0
407,591402,2100,144,1,1,86100
408,591657,2100,52,1,0,18000
409,592066,2100,86,3,3,49000
410,592629,2100,146,5,3,155001
411,593541,2100,104,2,1,62800
412,594047,2100,0,1,0,0
413,595317,2100,58,4,2,33000
414,595345,2100,347,3,3,140000
415,599563,2100,119,2,1,4600
416,600551,2100,155,2,2,73000
417,602759,2100,84,1,1,131400
418,607258,2100,31,1,1,23500
419,607541,2100,0,1,0,0
420,608744,2100,46,4,2,89000
421,609430,2100,48,5,1,25200
422,610222,2100,0,1,0,0
423,610626,2100,115,1,1,20500
424,611979,2100,18,2,2,25500
425,612063,2100,0,1,0,0
426,612991,2100,134,4,1,115080
427,613880,2100,126,1,1,10000
428,614376,2100,45,1,1,11600
429,615071,2100,0,1,0,0
430,615375,2100,67,1,1,23800
431,615441,2100,54,2,0,0
432,615830,2100,78,3,3,268500
433,619575,2100,291,2,1,23840
434,619795,2100,208,0,0,0
435,619848,2100,76,1,1,10
436,622511,2100,0,1,0,0
437,627512,2100,197,2,3,115000
438,628816,2100,107,3,2,104200
439,630212,2100,0,1,0,0
440,631088,2100,28,1,1,53600
441,634731,2100,89,1,1,50000
442,635864,2100,0,1,0,0
443,636523,2100,85,1,1,65500
444,640090,2100,0,1,0,0
445,643309,2100,145,1,1,17280
446,644605,2100,24,1,1,74000
447,645045,2100,23,1,0,4000
448,646277,2100,27,2,2,99500
449,646288,2100,153,1,0,0
450,649641,2100,48,0,0,0
451,651103,2100,38,6,1,19800
452,652483,2100,182,1,0,2000
453,658269,2100,14,3,2,59000
454,660346,2100,80,4,2,60000
455,660432,2100,0,1,0,0
456,660577,2100,71,2,2,204000
457,661565,2100,87,3,1,3880
458,662110,2100,162,1,1,109000
459,663702,2100,0,1,0,0
460,664681,2100,83,2,0,22200
461,665055,2100,0,1,0,0
462,666715,2100,0,1,0,0
463,668001,2100,117,4,1,64000
464,668923,2100,0,1,0,0
465,669238,2100,0,1,0,0
466,670275,2100,69,2,1,21200
467,670723,2100,144,4,3,255000
468,670863,2100,32,0,0,0
469,672269,2100,113,4,4,146180
470,673564,2100,63,2,2,68000
471,676249,2100,17,1,1,85000
472,677684,2100,76,2,2,64000
473,679484,2100,409,1,1,6300
474,680086,2100,149,1,0,51980
475,680312,2100,19,2,2,41000
476,681611,2100,124,2,2,0
477,683024,2100,26,2,3,71400
478,684221,2100,0,1,0,0
479,684474,2100,74,3,2,58900
480,685967,2100,27,1,1,21000
481,686327,2100,15,4,3,120520
482,688412,2100,167,2,1,55050
483,689929,2100,26,2,3,50000
484,691092,2100,0,1,0,0
485,692246,2100,61,2,2,58600
486,692530,2100,66,2,3,194000
487,694272,2100,34,3,1,29000
488,696132,2100,28,2,1,13600
489,696446,2100,52,3,2,81100
490,699417,2100,144,1,1,30000
491,700807,2100,18,1,1,20400
492,701988,2100,15,2,2,110200
493,703749,2100,37,1,1,46200
494,703796,2100,69,1,1,32000
495,704643,2100,161,2,2,110000
496,705012,2100,0,1,0,0
497,706921,2100,0,1,0,0
498,707866,2100,0,1,0,0
499,709398,2100,110,1,3,94400
500,711818,2100,21,2,2,60400
501,712309,2100,66,2,2,68400
502,712352,2100,102,2,1,38500
503,712555,2100,346,0,0,0
504,713342,2100,111,4,3,165800
505,716515,2100,269,0,0,0
506,717011,2100,330,0,0,0
507,719022,2100,0,1,0,0
508,721765,2100,0,1,0,0
509,722293,2100,0,1,0,0
510,722943,2100,154,4,3,107000
511,725451,2100,140,1,1,44020
512,727405,2100,174,1,0,1400
513,728243,2100,78,5,2,116000
514,729296,2100,0,1,0,0
515,731932,2100,134,3,1,12000
516,733257,2100,59,2,2,95700
517,733622,2100,32,2,2,36900
518,738735,2100,36,2,1,50000
519,739990,2100,42,2,2,40000
520,740321,2100,113,1,0,11800
521,742056,2100,52,2,2,95000
522,744597,2100,19,3,2,52000
523,745045,2100,377,2,1,112000
524,746694,2100,71,1,0,9000
525,748022,2100,20,2,1,18720
526,748690,2100,122,2,2,51630
527,749947,2100,14,2,0,93000
528,750415,2100,224,2,2,130000
529,751289,2100,315,3,3,54500
530,751920,2100,68,1,1,24000
531,752765,2100,22,2,1,31100
532,753195,2100,0,1,0,0
533,753920,2100,81,2,1,308400
534,753937,2100,64,1,1,56000
535,755117,2100,74,1,1,0
536,755997,2100,202,1,1,30000
537,756816,2100,107,3,2,105000
538,757912,2100,99,1,2,34000
539,758519,2100,80,4,1,13000
540,758861,2100,121,4,3,176000
541,759301,2100,0,1,0,0
542,760764,2100,147,1,2,145000
543,761635,2100,128,2,3,61020
544,763845,2100,64,5,1,13500
545,764151,2100,155,2,1,50600
546,764449,2100,151,2,2,87500
547,765007,2100,156,2,2,168000
548,765474,2100,229,4,1,20900
549,768207,2100,130,4,2,69000
550,768509,2100,171,3,1,0
551,769633,2100,0,1,0,0
552,769668,2100,99,2,1,24100
553,770475,2100,114,6,0,6450
554,772064,2100,568,3,2,63000
555,773454,2100,208,0,0,0
556,773779,2100,0,1,0,0
557,773978,2100,69,2,1,65000
558,775378,2100,23,2,2,20000
559,776522,2100,25,3,3,140400
560,777269,2100,0,1,0,0
561,777539,2100,61,1,0,0
562,778215,2100,124,2,2,26400
563,782335,2100,352,0,0,0
564,785594,2100,48,4,2,92000
565,785668,2100,12,2,2,259600
566,788967,2100,62,1,2,10000
567,789433,2100,208,3,0,3100
568,789472,2100,330,2,0,6000
569,792461,2100,118,0,0,0
570,792609,2100,162,1,1,5000
571,792628,2100,0,1,0,0
572,793035,2100,107,1,1,71800
573,793530,2100,109,2,2,168600
574,794179,2100,148,1,1,38500
575,795387,2100,81,1,1,2e+05
576,796227,2100,23,2,3,115500
577,796614,2100,115,3,2,200300
578,796813,2100,157,2,0,140000
579,798385,2100,75,1,0,97800
580,798879,2100,0,1,0,0
581,800786,2100,63,1,1,54090
582,801392,2100,23,2,2,74000
583,801569,2100,92,4,3,45000
584,802008,2100,27,2,1,23800
585,803400,2100,0,1,0,0
586,804905,2100,131,1,1,30000
587,805196,2100,137,1,1,29804
588,808557,2100,0,1,0,0
589,809474,2100,24,1,1,23300
590,811623,2100,70,1,0,20000
591,815740,2100,104,1,0,0
592,816527,2100,0,1,0,0
593,817574,2100,348,5,2,80140
594,818440,2100,240,1,1,0
595,819070,2100,0,1,0,0
596,822692,2100,118,1,1,86350
597,823936,2100,40,1,1,28600
598,825619,2100,79,4,2,77000
599,825652,2100,130,3,4,105000
600,827091,2100,12,1,0,10000
601,831390,2100,175,1,1,29000
602,831956,2100,73,1,1,40000
603,832037,2100,157,3,4,49600
604,832805,2100,22,1,1,39820
605,833042,2100,25,2,4,82700
606,834971,2100,224,6,3,24000
607,835774,2100,0,1,0,0
608,836890,2100,88,5,2,87000
609,839179,2100,69,2,2,16810
610,842078,2100,25,3,2,45000
611,843903,2100,163,5,2,145000
612,844225,2100,11,2,1,44700
613,844575,2100,61,2,4,36000
614,845022,2100,0,1,0,0
615,847951,2100,80,2,1,26200
616,849589,2100,118,3,2,205000
617,850942,2100,14,4,3,21200
618,851814,2100,113,1,1,41030
619,853416,2100,0,1,0,0
620,856046,2100,0,1,0,0
621,856902,2100,45,4,0,0
622,863975,2100,144,6,1,18500
623,866695,2100,0,1,0,0
624,868013,2100,0,1,0,0
625,869348,2100,0,1,0,0
626,870532,2100,10,4,3,58000
627,871496,2100,283,2,1,11300
628,871956,2100,58,3,2,66000
629,872571,2100,97,0,0,0
630,875885,2100,0,1,0,0
631,876031,2100,0,1,0,0
632,876963,2100,167,2,2,88600
633,877990,2100,104,4,2,218000
634,878341,2100,385,0,0,0
635,878645,2100,116,2,1,46000
636,879004,2100,25,1,0,22500
637,879211,2100,146,1,1,71000
638,881174,2100,126,3,3,105000
639,882137,2100,166,1,1,30000
640,887101,2100,96,1,1,32550
641,887905,2100,216,4,1,51600
642,888176,2100,11,2,2,186000
643,888393,2100,174,2,2,55000
644,889066,2100,48,2,2,82000
645,893560,2100,132,2,4,133000
646,893667,2100,81,3,2,126200
647,893838,2100,141,2,2,25190
648,895013,2100,31,3,1,14000
649,897510,2100,104,4,1,0
650,898814,2100,160,3,4,54400
651,899533,2100,21,1,1,29200
652,902592,2100,0,1,0,0
653,902962,2100,136,2,3,104600
654,903929,2100,28,6,3,79000
655,904173,2100,0,1,0,0
656,906069,2100,83,2,1,5500
657,906756,2100,0,1,0,0
658,907273,2100,0,1,0,0
659,909716,2100,184,1,0,35900
660,911674,2100,238,1,2,0
661,913677,2100,105,1,1,17900
662,913887,2100,163,3,2,155000
663,914072,2100,82,1,0,14400
664,914522,2100,75,1,1,0
665,915497,2100,27,1,0,12000
666,917207,2100,0,1,0,0
667,918566,2100,101,2,2,61500
668,918642,2100,17,2,1,46400
669,920094,2100,0,1,0,0
670,920462,2100,87,1,1,84210
671,921408,2100,111,2,2,85330
672,922290,2100,171,1,1,59000
673,923497,2100,118,3,2,59010
674,927634,2100,136,1,1,17500
675,929085,2100,0,1,0,0
676,929271,2100,83,5,3,40000
677,929452,2100,109,2,0,6000
678,930635,2100,24,2,2,218000
679,931389,2100,76,2,3,304000
680,931902,2100,235,3,2,93000
681,932095,2100,161,2,0,54800
682,933641,2100,0,1,0,0
683,935567,2100,25,3,1,8000
684,936542,2100,32,3,3,39000
685,937063,2100,141,4,3,86500
686,938831,2100,19,2,2,47000
687,941607,2100,79,1,1,43000
688,943082,2100,0,1,0,0
689,945058,2100,21,2,2,191000
690,946389,2100,707,3,6,32000
691,947363,2100,0,1,0,0
692,947590,2100,333,0,0,0
693,947792,2100,114,2,2,111300
694,948760,2100,30,2,4,112500
695,948936,2100,84,2,2,320800
696,949868,2100,215,0,0,0
697,951216,2100,18,4,2,91000
698,951730,2100,140,5,2,85000
699,952327,2100,86,2,0,48800
700,952790,2100,0,1,0,0
701,954121,2100,70,2,0,5600
702,955144,2100,0,1,0,0
703,957037,2100,146,1,1,77100
704,958021,2100,0,1,0,0
705,959828,2100,0,1,0,0
706,959860,2100,26,2,2,61200
707,960593,2100,16,4,3,94820
708,962295,2100,78,2,2,42200
709,962705,2100,28,1,2,15600
710,963585,2100,75,2,2,105900
711,964463,2100,13,3,3,68900
712,965867,2100,58,2,1,38000
713,968568,2100,27,5,2,102000
714,969605,2100,0,1,0,0
715,970131,2100,80,2,1,63304
716,970311,2100,42,1,1,48400
717,973111,2100,0,1,0,0
718,973740,2100,168,2,2,274000
719,976278,2100,53,1,1,6100
720,976587,2100,0,1,0,0
721,976743,2100,126,2,2,36000
722,977857,2100,26,4,3,109700
723,978820,2100,0,1,0,0
724,981120,2100,45,2,2,255000
725,984174,2100,75,2,1,20400
726,984867,2100,15,2,2,54200
727,986590,2100,0,1,0,0
728,986888,2100,287,0,0,0
729,987788,2100,0,1,0,0
730,990180,2100,126,1,1,25000
731,990805,2100,75,1,1,75000
732,994584,2100,89,2,1,32000
733,995254,2100,110,1,1,28000
734,996103,2100,159,2,2,74000
735,998777,2100,0,1,0,0
736,1000687,2100,0,1,0,0
737,1000765,2100,94,4,4,6000
738,1001847,2100,0,1,0,0
739,1003172,2100,0,1,0,0
740,1005974,2100,0,1,0,0
741,1009835,2100,164,2,2,145200
742,1010086,2100,143,3,1,5000
743,1010466,2100,21,2,2,45550
744,1013275,2100,22,4,2,89000
745,1014146,2100,93,2,2,45500
746,1014658,2100,42,2,2,57000
747,1015901,2100,51,2,1,90000
748,1016105,2100,47,1,1,2500
749,1016199,2100,81,1,1,82000
750,1016461,2100,12,4,4,155500
751,1017922,2100,138,1,1,35000
752,1018111,2100,19,2,3,45000
753,1022624,2100,0,1,0,0
754,1024576,2100,37,1,1,76200
755,1025486,2100,208,1,1,48000
756,1026548,2100,9,1,0,2400
757,1027587,2100,35,0,0,0
758,1028673,2100,23,0,0,0
759,1029584,2100,0,1,0,0
760,1031493,2100,37,2,2,31000
761,1031521,2100,24,1,1,39710
762,1036690,2100,12,1,2,42000
763,1037358,2100,107,1,1,23200
764,1039498,2100,26,1,1,18000
765,1042598,2100,0,1,0,0
766,1043937,2100,21,2,2,71000
767,1045900,2100,435,1,1,15000
768,1047027,2100,26,3,3,365000
769,1047240,2100,0,1,0,0
770,1047626,2100,285,2,1,28000
771,1047703,2100,120,3,2,116360
772,1048671,2100,78,1,1,77000
773,1053912,2100,129,7,3,66700
774,1054335,2100,39,2,0,43300
775,1054402,2100,99,3,2,115000
776,1055016,2100,0,1,0,0
777,1056362,2100,154,2,2,105500
778,1057417,2100,141,4,3,124000
779,1060248,2100,40,2,1,0
780,1062759,2100,116,2,2,97800
781,1064824,2100,109,3,1,29000
782,1067350,2100,78,5,2,75000
783,1068108,2100,17,2,0,110500
784,1068356,2100,61,1,3,0
785,1069540,2100,62,1,1,26100
786,1069991,2100,0,1,0,0
787,1071078,2100,74,2,1,60900
788,1072350,2100,0,1,0,0
789,1076212,2100,82,2,2,205000
790,1078478,2100,72,2,1,28200
791,1078747,2100,179,2,1,52000
792,1080242,2100,0,1,0,0
793,1080597,2100,99,1,1,30000
794,1081632,2100,118,0,0,0
795,1083761,2100,246,1,2,7100
796,1084674,2100,0,1,0,0
797,1084710,2100,22,2,2,98950
798,1085173,2100,0,1,0,0
799,1086848,2100,152,2,1,30000
800,1089088,2100,91,2,1,79900
801,1093792,2100,157,1,1,70200
802,1095716,2100,153,2,2,70000
803,1095985,2100,18,1,1,15600
804,1100132,2100,168,1,2,9080
805,1100233,2100,70,2,2,17800
806,1101576,2100,0,1,0,0
807,1102309,2100,19,3,4,108000
808,1104375,2100,79,5,2,64500
809,1104913,2100,140,1,1,15590
810,1106677,2100,14,1,1,34540
811,1106982,2100,100,4,5,144600
812,1108793,2100,459,0,0,0
813,1109293,2100,14,1,0,40000
814,1109610,2100,139,1,3,0
815,1109628,2100,0,1,0,0
816,1109804,2100,27,1,2,65000
817,1110180,2100,84,3,3,98200
818,1110415,2100,86,6,2,171200
819,1111361,2100,209,1,0,15000
820,1111671,2100,0,1,0,0
821,1112134,2100,97,3,2,87000
822,1113095,2100,0,1,0,0
823,1113154,2100,13,1,1,10000
824,1113693,2100,337,3,4,0
825,1113708,2100,114,1,1,8300
826,1114519,2100,28,2,3,89500
827,1116719,2100,75,4,2,220000
